competitor_id,competitor_name,category,competitor_price,feature_count,market_rating,estimated_market_share,trend_score,market_region,sales_channel
COMP00029,Competitor_E,Watches,51624.18,4,4.9,21.52,33.3,Germany,Retail
COMP00030,Competitor_D,Audio,9941.7,5,3.8,24.66,41.22,Germany,Retail
COMP00031,Competitor_E,Mobile,9019.83,10,3.3,8.82,97.5,Japan,Marketplace
COMP00032,Competitor_A,Wearables,11849.99,3,3.1,12.97,93.55,Japan,Online
COMP00033,Competitor_E,Mobile,29897.18,5,3.1,3.56,88.95,Germany,Online
COMP00034,Competitor_E,Wearables,6210.49,12,3.1,3.89,72.59,Japan,Marketplace
COMP00035,Competitor_C,Audio,35659.6,8,3.5,11.1,73.74,UK,Retail
COMP00036,Competitor_A,Wearables,9636.79,12,5.0,24.91,25.86,USA,Marketplace
COMP00037,Competitor_B,Home Appliances,47041.82,4,4.8,10.5,32.62,Japan,Marketplace
COMP00038,Competitor_E,Watches,15759.39,11,3.0,20.79,43.95,Canada,Online
COMP00039,Competitor_B,Home Appliances,31473.02,4,4.5,5.58,42.54,USA,Marketplace
COMP00040,Competitor_B,Home Appliances,33055.64,7,4.0,7.78,92.65,India,Online
COMP00041,Competitor_D,Watches,21826.92,3,3.0,19.74,70.97,UK,Online
COMP00042,Competitor_D,Watches,1372.88,9,4.1,4.57,95.6,Canada,Online
COMP00043,Competitor_A,Wearables,25075.18,12,4.1,11.89,23.35,UK,Online
COMP00044,Competitor_C,Audio,5456.89,6,4.3,10.13,64.79,Germany,Marketplace
COMP00045,Competitor_B,Home Appliances,15606.75,6,4.7,24.45,84.86,Germany,Online
COMP00046,Competitor_C,Mobile,46550.59,9,4.6,21.87,84.86,UK,Online
COMP00047,Competitor_A,Wearables,28712.82,3,4.7,7.12,85.33,Germany,Retail
COMP00048,Competitor_B,Watches,13027.42,6,3.8,8.41,25.55,UK,Retail
COMP00049,Competitor_E,Audio,8714.26,11,3.7,2.63,90.16,UK,Online
COMP00050,Competitor_C,Home Appliances,27926.84,12,3.9,18.76,45.09,Japan,Marketplace
COMP00051,Competitor_D,Audio,25912.71,6,3.5,18.3,20.14,Japan,Marketplace
COMP00052,Competitor_B,Wearables,20655.9,4,4.9,23.18,69.85,Canada,Online
COMP00053,Competitor_C,Wearables,33096.81,9,3.7,18.04,64.35,USA,Retail
COMP00054,Competitor_D,Wearables,41468.17,5,4.2,8.92,63.83,India,Retail
COMP00055,Competitor_B,Mobile,22566.61,12,4.2,9.41,55.34,Canada,Online
COMP00056,Competitor_D,Audio,1453.1,5,4.3,8.53,73.11,Japan,Retail
COMP00057,Competitor_B,Audio,26155.02,6,4.6,5.39,23.7,Germany,Marketplace
COMP00058,Competitor_A,Mobile,15696.65,12,3.4,18.02,59.55,USA,Online
COMP00059,Competitor_A,Home Appliances,9627.83,4,4.6,7.03,84.33,Canada,Marketplace
COMP00060,Competitor_A,Mobile,14873.14,4,3.9,20.43,73.41,Japan,Marketplace
COMP00061,Competitor_D,Watches,28874.09,11,3.9,22.86,55.67,USA,Marketplace
COMP00062,Competitor_D,Wearables,21873.78,6,4.7,8.38,82.21,Germany,Marketplace
COMP00063,Competitor_C,Wearables,44024.56,7,3.5,9.72,91.44,India,Online
COMP00064,Competitor_B,Audio,30289.21,5,4.4,3.48,52.61,Japan,Retail
COMP00065,Competitor_A,Audio,31263.08,9,3.8,19.71,95.68,India,Marketplace
COMP00066,Competitor_D,Mobile,7584.36,8,3.6,10.97,91.33,Germany,Marketplace
COMP00067,Competitor_E,Home Appliances,31656.93,6,4.0,8.28,58.85,Germany,Retail
COMP00068,Competitor_D,Audio,20424.49,10,4.8,24.56,62.73,Germany,Marketplace
COMP00069,Competitor_A,Audio,6161.24,9,3.3,12.62,24.02,Germany,Retail
COMP00070,Competitor_D,Wearables,18804.83,9,3.6,23.88,53.73,India,Retail
COMP00071,Competitor_E,Mobile,34296.15,8,3.4,3.58,96.58,India,Online
COMP00072,Competitor_B,Mobile,22983.96,3,4.2,7.49,57.88,India,Marketplace
COMP00073,Competitor_B,Watches,26585.77,7,4.5,5.86,68.58,Canada,Marketplace
COMP00074,Competitor_B,Watches,59119.76,4,4.2,23.36,66.06,Germany,Retail
COMP00075,Competitor_B,Wearables,5966.19,6,3.2,19.77,88.02,Japan,Online
COMP00076,Competitor_E,Wearables,46225.79,8,4.1,17.21,25.52,Canada,Retail
COMP00077,Competitor_D,Mobile,8238.76,4,3.9,10.33,91.33,Germany,Marketplace
COMP00078,Competitor_D,Audio,26023.86,11,4.9,8.21,84.66,Japan,Retail
COMP00079,Competitor_D,Watches,49982.03,12,3.5,21.59,86.46,India,Retail
COMP00080,Competitor_D,Home Appliances,38590.08,10,4.1,17.37,46.91,Germany,Retail
COMP00081,Competitor_D,Watches,37065.62,7,3.7,22.25,76.09,UK,Marketplace
COMP00082,Competitor_E,Audio,23648.08,4,3.5,11.35,64.41,USA,Marketplace
COMP00083,Competitor_D,Mobile,44728.9,3,3.2,7.1,75.34,UK,Marketplace
COMP00084,Competitor_C,Audio,50494.29,11,3.7,24.92,64.03,UK,Marketplace
COMP00085,Competitor_C,Watches,26650.01,6,3.2,6.43,29.56,Japan,Marketplace
COMP00086,Competitor_B,Wearables,26811.08,10,3.6,15.56,80.82,Japan,Retail
COMP00087,Competitor_B,Mobile,11129.26,8,3.4,2.33,62.73,UK,Online
COMP00088,Competitor_E,Watches,5684.01,5,4.3,19.31,28.21,India,Marketplace
COMP00089,Competitor_D,Audio,19185.62,8,3.4,3.18,95.29,Germany,Online
COMP00090,Competitor_A,Audio,43283.53,4,4.2,17.79,32.14,Japan,Retail
COMP00091,Competitor_B,Watches,40005.86,9,4.2,20.19,38.05,Japan,Retail
COMP00092,Competitor_D,Home Appliances,19314.68,12,5.0,9.02,69.68,Japan,Marketplace
COMP00093,Competitor_B,Home Appliances,43181.48,7,4.3,5.61,33.91,India,Online
COMP00094,Competitor_D,Wearables,7833.88,12,3.9,2.75,43.05,UK,Marketplace
COMP00095,Competitor_D,Home Appliances,5854.15,6,4.8,20.12,70.0,Canada,Online
COMP00096,Competitor_A,Watches,26146.41,5,4.8,21.01,25.71,USA,Retail
COMP00097,Competitor_E,Home Appliances,5595.16,10,3.2,17.84,75.98,UK,Marketplace
COMP00098,Competitor_D,Home Appliances,24274.36,12,3.1,11.94,45.79,UK,Online
COMP00099,Competitor_B,Wearables,11881.94,12,4.2,2.48,81.18,UK,Marketplace
COMP00100,Competitor_B,Wearables,21224.1,10,4.8,6.17,66.83,Canada,Retail
COMP00101,Competitor_D,Audio,29790.15,8,3.6,4.41,32.87,Germany,Marketplace
COMP00102,Competitor_C,Wearables,8605.48,9,4.6,14.65,56.39,UK,Retail
COMP00103,Competitor_A,Home Appliances,38579.26,9,4.7,20.97,20.09,Japan,Retail
COMP00104,Competitor_A,Audio,40825.33,8,4.2,13.47,55.36,India,Online
COMP00105,Competitor_E,Home Appliances,40296.86,7,3.9,18.06,29.71,Canada,Marketplace
COMP00106,Competitor_B,Home Appliances,33435.85,7,4.1,14.7,27.46,India,Retail
COMP00107,Competitor_A,Wearables,52845.9,5,4.0,18.48,60.71,UK,Retail
COMP00108,Competitor_D,Watches,64485.29,6,3.9,5.33,35.25,Japan,Marketplace
COMP00109,Competitor_B,Audio,28689.04,7,4.5,21.65,47.19,Japan,Retail
COMP00110,Competitor_A,Audio,37485.27,7,4.7,15.34,72.8,USA,Retail
COMP00111,Competitor_D,Mobile,41317.86,11,4.5,10.68,94.63,USA,Marketplace
COMP00112,Competitor_E,Home Appliances,37090.65,9,3.1,19.13,76.42,Germany,Retail
COMP00113,Competitor_B,Home Appliances,32934.35,3,3.3,24.2,46.56,India,Retail
COMP00114,Competitor_E,Watches,11132.32,3,4.4,11.43,72.38,USA,Online
COMP00115,Competitor_C,Mobile,2897.54,9,4.3,21.59,88.19,Japan,Retail
COMP00116,Competitor_D,Mobile,14687.74,3,4.2,7.4,74.75,UK,Online
COMP00117,Competitor_A,Wearables,34123.66,4,4.5,18.19,28.04,USA,Marketplace
COMP00118,Competitor_A,Watches,26074.3,3,3.6,10.62,31.65,Japan,Retail
COMP00119,Competitor_B,Home Appliances,36086.04,4,4.2,10.8,74.65,Germany,Marketplace
COMP00120,Competitor_B,Home Appliances,38866.37,7,3.9,17.34,91.91,Germany,Retail
COMP00121,Competitor_E,Watches,39480.2,10,4.9,24.72,43.93,Germany,Marketplace
COMP00122,Competitor_D,Wearables,55575.0,6,5.0,21.63,28.53,Germany,Marketplace
COMP00123,Competitor_E,Mobile,5636.56,7,3.0,21.09,51.66,India,Marketplace
COMP00124,Competitor_A,Home Appliances,26287.79,10,4.7,22.77,82.06,USA,Marketplace
COMP00125,Competitor_C,Audio,24324.07,6,4.2,17.59,77.67,Canada,Marketplace
COMP00126,Competitor_B,Wearables,36199.85,3,3.6,12.14,66.37,Canada,Online
COMP00127,Competitor_C,Watches,17342.65,9,3.4,5.04,63.15,UK,Marketplace
COMP00128,Competitor_C,Audio,11049.81,7,4.8,23.72,97.39,UK,Marketplace
COMP00129,Competitor_C,Wearables,46758.85,10,4.9,5.24,97.32,Canada,Marketplace
COMP00130,Competitor_D,Audio,30292.34,11,3.7,20.19,21.11,Japan,Online
COMP00131,Competitor_C,Watches,29314.29,7,4.2,20.92,95.22,India,Marketplace
COMP00132,Competitor_D,Wearables,27713.43,11,3.7,16.03,71.81,Canada,Retail
COMP00133,Competitor_C,Mobile,22453.57,4,3.3,23.76,44.35,Germany,Online
COMP00134,Competitor_B,Home Appliances,36463.78,5,3.8,10.53,95.95,Canada,Marketplace
COMP00135,Competitor_E,Wearables,10702.07,5,4.8,17.06,86.7,Japan,Retail
COMP00136,Competitor_C,Home Appliances,18074.76,8,3.4,12.23,38.89,UK,Online
COMP00137,Competitor_C,Watches,39332.18,8,3.1,8.35,97.46,Germany,Online
COMP00138,Competitor_B,Watches,34216.39,12,4.9,3.16,46.68,USA,Marketplace
COMP00139,Competitor_A,Home Appliances,8173.68,11,3.4,6.97,89.58,UK,Online
COMP00140,Competitor_E,Home Appliances,17653.71,5,5.0,14.42,83.88,India,Marketplace
COMP00141,Competitor_A,Home Appliances,20320.8,8,4.6,7.47,45.9,USA,Retail
COMP00142,Competitor_B,Watches,50620.31,11,3.2,3.46,55.86,UK,Marketplace
COMP00143,Competitor_A,Watches,7620.22,6,4.9,3.0,82.66,Canada,Marketplace
COMP00144,Competitor_D,Audio,3030.86,3,3.1,13.02,52.13,Canada,Online
COMP00145,Competitor_D,Wearables,34479.58,4,3.6,5.41,30.1,Japan,Marketplace
COMP00146,Competitor_E,Mobile,7800.73,9,5.0,14.2,56.3,Japan,Retail
COMP00147,Competitor_A,Wearables,42610.57,11,4.4,6.95,56.12,USA,Retail
COMP00148,Competitor_D,Audio,22427.02,4,3.6,9.19,40.39,USA,Marketplace
COMP00149,Competitor_D,Mobile,39189.98,4,3.2,4.22,79.1,USA,Marketplace
COMP00150,Competitor_E,Mobile,8045.79,11,3.7,4.81,48.29,Canada,Retail
COMP00151,Competitor_A,Wearables,9466.35,12,3.6,4.38,60.59,USA,Marketplace
COMP00152,Competitor_B,Home Appliances,7340.04,8,4.7,10.45,81.01,Japan,Online
COMP00153,Competitor_D,Watches,35930.23,12,4.2,16.78,22.1,Canada,Marketplace
COMP00154,Competitor_A,Audio,19411.89,7,4.8,10.07,34.51,USA,Marketplace
COMP00155,Competitor_D,Wearables,23251.36,3,3.2,14.2,50.1,Germany,Retail
COMP00156,Competitor_C,Watches,10966.44,8,4.6,15.05,26.8,India,Online
COMP00157,Competitor_E,Wearables,26479.28,4,3.5,17.22,58.85,Germany,Retail
COMP00158,Competitor_B,Audio,16926.93,4,3.7,4.55,74.26,Japan,Retail
COMP00159,Competitor_C,Watches,23676.6,9,5.0,3.26,36.35,USA,Online
COMP00160,Competitor_C,Mobile,35651.75,4,3.0,19.18,34.06,Germany,Marketplace
COMP00161,Competitor_B,Audio,31044.75,8,3.1,21.82,23.38,India,Retail
COMP00162,Competitor_A,Watches,50857.92,12,3.9,11.3,71.21,UK,Online
COMP00163,Competitor_A,Mobile,10455.59,5,4.6,16.22,86.56,UK,Online
COMP00164,Competitor_A,Mobile,24320.75,12,3.8,3.81,89.64,Canada,Retail
COMP00165,Competitor_C,Watches,8367.68,4,4.0,4.62,60.8,UK,Retail
COMP00166,Competitor_B,Mobile,38703.33,5,3.5,5.99,32.23,Canada,Online
COMP00167,Competitor_D,Audio,14470.22,12,4.5,12.32,93.93,Japan,Marketplace
COMP00168,Competitor_E,Wearables,47088.64,8,3.3,3.57,55.38,UK,Retail
COMP00169,Competitor_A,Audio,45128.63,4,3.6,12.39,24.55,UK,Online
COMP00170,Competitor_A,Home Appliances,42007.45,11,3.8,15.35,96.34,Canada,Online
COMP00171,Competitor_E,Home Appliances,8427.04,8,4.2,13.53,96.62,Germany,Online
COMP00172,Competitor_C,Mobile,64122.6,4,4.0,5.97,39.82,Germany,Retail
COMP00173,Competitor_E,Mobile,40936.18,8,3.7,8.51,52.7,UK,Marketplace
COMP00174,Competitor_A,Audio,31936.74,8,3.1,4.17,74.27,UK,Retail
COMP00175,Competitor_E,Audio,33253.11,8,3.2,17.26,93.34,UK,Marketplace
COMP00176,Competitor_D,Mobile,34153.87,4,3.6,10.66,83.33,USA,Marketplace
COMP00177,Competitor_E,Home Appliances,18804.04,9,4.0,2.42,44.71,USA,Retail
COMP00178,Competitor_D,Wearables,18452.19,5,3.3,8.8,83.05,Japan,Marketplace
COMP00179,Competitor_E,Mobile,29822.69,8,4.8,16.21,67.78,USA,Online
COMP00180,Competitor_E,Wearables,32952.52,5,4.4,3.0,49.14,Canada,Online
COMP00181,Competitor_E,Home Appliances,38060.38,10,3.5,7.5,97.25,Germany,Online
COMP00182,Competitor_E,Wearables,7829.48,10,4.5,19.9,60.23,Germany,Online
COMP00183,Competitor_B,Watches,25315.41,5,4.7,3.2,58.45,UK,Marketplace
COMP00184,Competitor_A,Wearables,32866.8,11,4.7,8.56,81.05,UK,Retail
COMP00185,Competitor_E,Wearables,10693.07,9,3.2,22.94,85.34,UK,Online
COMP00186,Competitor_A,Watches,26576.73,8,3.5,24.87,49.99,India,Retail
COMP00187,Competitor_A,Home Appliances,49060.96,8,4.6,5.16,42.95,Germany,Marketplace
COMP00188,Competitor_B,Home Appliances,24441.17,10,3.9,2.12,26.34,UK,Online
COMP00189,Competitor_B,Watches,36720.43,12,4.1,4.56,43.05,UK,Online
COMP00190,Competitor_B,Home Appliances,41405.33,12,3.9,4.55,92.41,Japan,Marketplace
COMP00191,Competitor_E,Home Appliances,43750.77,5,3.6,2.04,48.23,Japan,Retail
COMP00192,Competitor_A,Audio,38058.27,8,3.1,14.1,60.59,Japan,Marketplace
COMP00193,Competitor_D,Wearables,12016.36,3,4.3,24.56,40.29,India,Retail
COMP00194,Competitor_A,Audio,29731.26,4,4.5,18.91,46.6,India,Retail
COMP00195,Competitor_C,Wearables,7574.73,5,4.7,17.75,98.47,Germany,Marketplace
COMP00196,Competitor_B,Watches,28143.16,10,3.1,6.64,83.29,India,Retail
COMP00197,Competitor_C,Mobile,39245.54,11,3.9,2.84,71.75,UK,Retail
COMP00198,Competitor_A,Mobile,35786.61,8,3.5,20.38,54.96,Germany,Marketplace
COMP00199,Competitor_D,Watches,15000.19,5,4.0,13.44,93.94,Japan,Retail
COMP00200,Competitor_A,Mobile,2147.11,4,3.9,24.89,34.44,UK,Retail
COMP00201,Competitor_A,Wearables,46644.57,7,3.6,15.86,54.09,Canada,Retail
COMP00202,Competitor_D,Mobile,17801.16,8,4.2,12.0,71.16,India,Online
COMP00203,Competitor_D,Watches,28687.25,5,4.9,5.28,68.61,Germany,Online
COMP00204,Competitor_A,Wearables,27215.11,8,3.7,23.84,22.59,USA,Marketplace
COMP00205,Competitor_C,Wearables,3962.9,4,4.1,14.18,51.84,Canada,Retail
COMP00206,Competitor_A,Watches,5506.59,5,4.0,10.9,64.93,UK,Retail
COMP00207,Competitor_D,Watches,20171.53,12,3.6,23.08,59.3,India,Online
COMP00208,Competitor_A,Home Appliances,20708.41,10,5.0,20.64,97.4,UK,Marketplace
COMP00209,Competitor_A,Home Appliances,6424.91,7,4.8,21.58,76.94,Canada,Marketplace
COMP00210,Competitor_C,Mobile,16187.59,4,5.0,20.22,38.94,Germany,Online
COMP00211,Competitor_E,Home Appliances,42915.73,10,4.6,14.69,68.96,India,Online
COMP00212,Competitor_D,Audio,9923.41,10,4.1,19.69,85.87,India,Online
COMP00213,Competitor_A,Audio,42255.93,11,3.7,22.19,82.42,Canada,Marketplace
COMP00214,Competitor_B,Home Appliances,43503.42,3,4.7,13.92,44.33,USA,Retail
COMP00215,Competitor_B,Home Appliances,25013.83,11,4.8,21.46,40.05,Canada,Marketplace
COMP00216,Competitor_B,Watches,13167.16,12,4.1,13.56,33.49,Japan,Online
COMP00217,Competitor_E,Wearables,6905.1,12,3.7,23.25,23.3,India,Online
COMP00218,Competitor_E,Home Appliances,39127.2,6,4.5,11.58,71.12,Germany,Marketplace
COMP00219,Competitor_C,Mobile,49266.4,7,4.0,20.51,74.8,UK,Retail
COMP00220,Competitor_A,Mobile,8091.11,9,4.0,6.69,68.53,UK,Marketplace
COMP00221,Competitor_C,Mobile,49659.67,5,4.5,13.84,28.49,USA,Retail
COMP00222,Competitor_C,Watches,20543.02,5,3.2,8.67,50.73,Japan,Retail
COMP00223,Competitor_B,Audio,47112.91,12,4.4,6.37,32.75,Japan,Retail
COMP00224,Competitor_C,Audio,33662.74,4,4.9,13.63,97.33,USA,Marketplace
COMP00225,Competitor_A,Watches,22219.73,10,4.2,21.39,73.8,UK,Marketplace
COMP00226,Competitor_A,Audio,46229.21,7,4.5,19.57,49.27,Germany,Online
COMP00227,Competitor_E,Wearables,8196.4,11,3.6,10.89,56.03,Japan,Retail
COMP00228,Competitor_E,Audio,16297.58,4,3.3,4.22,49.86,UK,Marketplace
COMP00229,Competitor_C,Watches,36265.01,6,4.2,11.23,23.22,India,Online
COMP00230,Competitor_C,Watches,35223.87,11,3.9,15.94,61.24,UK,Marketplace
COMP00231,Competitor_B,Mobile,31369.26,12,4.5,8.88,46.91,Japan,Marketplace
COMP00232,Competitor_E,Mobile,6487.73,3,3.7,17.5,98.39,Japan,Retail
COMP00233,Competitor_A,Wearables,36592.08,7,4.9,20.01,82.09,Japan,Online
COMP00234,Competitor_A,Home Appliances,31281.74,5,4.0,18.59,81.97,Germany,Online
COMP00235,Competitor_B,Audio,6806.68,4,3.4,12.14,53.5,Germany,Marketplace
COMP00236,Competitor_D,Watches,42182.41,12,4.8,22.07,78.87,India,Marketplace
COMP00237,Competitor_E,Mobile,18131.66,8,5.0,13.0,50.15,USA,Retail
COMP00238,Competitor_E,Home Appliances,19373.52,8,4.4,21.96,74.46,Canada,Retail
COMP00239,Competitor_D,Watches,12521.74,6,3.6,8.87,95.32,UK,Retail
COMP00240,Competitor_B,Mobile,54069.83,10,3.6,10.02,94.7,Canada,Retail
COMP00241,Competitor_A,Home Appliances,28160.68,11,3.8,24.54,85.47,USA,Retail
COMP00242,Competitor_C,Home Appliances,10707.24,4,3.7,12.17,40.52,Germany,Online
COMP00243,Competitor_E,Wearables,40345.92,11,4.4,5.16,69.25,Japan,Online
COMP00244,Competitor_A,Mobile,2084.94,11,3.5,7.36,28.02,UK,Marketplace
COMP00245,Competitor_A,Audio,56587.02,5,3.0,14.66,94.33,Germany,Marketplace
COMP00246,Competitor_D,Mobile,32690.24,6,4.5,8.61,42.83,India,Online
COMP00247,Competitor_E,Audio,21423.12,3,4.8,6.03,90.58,USA,Online
COMP00248,Competitor_D,Mobile,16316.73,5,4.9,24.13,94.08,India,Online
COMP00249,Competitor_E,Audio,16971.86,8,3.6,24.75,63.46,Germany,Online
COMP00250,Competitor_E,Watches,35520.77,6,4.6,9.61,78.49,Canada,Retail
COMP00251,Competitor_B,Mobile,19119.78,8,4.6,15.06,80.58,USA,Marketplace
COMP00252,Competitor_D,Wearables,24983.7,11,3.7,11.22,27.63,USA,Retail
COMP00253,Competitor_B,Mobile,17106.71,9,3.5,19.34,96.32,UK,Marketplace
COMP00254,Competitor_E,Home Appliances,30508.33,8,4.4,3.43,29.46,UK,Online
COMP00255,Competitor_E,Mobile,40786.16,7,4.4,16.69,95.25,UK,Marketplace
COMP00256,Competitor_B,Home Appliances,15833.4,10,3.3,19.2,68.46,Germany,Marketplace
COMP00257,Competitor_D,Watches,29636.92,6,4.5,17.65,67.67,India,Marketplace
COMP00258,Competitor_E,Mobile,7518.87,4,4.8,4.58,86.3,Japan,Online
COMP00259,Competitor_E,Audio,31961.15,8,4.7,12.16,74.42,Canada,Marketplace
COMP00260,Competitor_A,Watches,25973.63,10,4.6,12.43,61.06,Germany,Marketplace
COMP00261,Competitor_E,Watches,8823.54,7,4.4,11.11,85.32,Canada,Online
COMP00262,Competitor_A,Home Appliances,18269.03,8,4.4,14.45,24.82,India,Retail
COMP00263,Competitor_C,Watches,48495.98,5,4.5,24.5,71.67,Germany,Retail
COMP00264,Competitor_D,Mobile,20418.11,9,3.8,17.7,72.94,Japan,Online
COMP00265,Competitor_C,Audio,24974.54,11,3.8,4.93,98.3,India,Online
COMP00266,Competitor_D,Audio,26278.86,11,3.8,10.72,38.37,Germany,Retail
COMP00267,Competitor_C,Wearables,27724.12,4,3.1,17.18,69.19,India,Online
COMP00268,Competitor_A,Mobile,35178.16,3,3.9,17.46,89.78,USA,Marketplace
COMP00269,Competitor_D,Wearables,42063.28,11,3.4,21.87,24.52,Japan,Retail
COMP00270,Competitor_E,Audio,38017.99,12,4.5,20.82,38.95,USA,Marketplace
COMP00271,Competitor_B,Home Appliances,32134.99,7,3.1,23.82,90.38,USA,Marketplace
COMP00272,Competitor_D,Wearables,6258.36,3,4.9,23.66,73.71,Japan,Retail
COMP00273,Competitor_D,Audio,24353.53,7,3.8,19.35,57.88,USA,Retail
COMP00274,Competitor_B,Audio,56538.37,3,4.1,24.26,64.58,USA,Retail
COMP00275,Competitor_C,Watches,35966.6,4,4.8,21.48,27.4,Canada,Online
COMP00276,Competitor_C,Mobile,42858.63,12,4.2,22.09,35.05,Japan,Marketplace
COMP00277,Competitor_E,Wearables,22580.91,6,4.7,9.66,96.56,India,Online
COMP00278,Competitor_B,Home Appliances,48317.08,4,4.5,19.35,93.16,Canada,Marketplace
COMP00279,Competitor_B,Home Appliances,41017.93,6,4.1,19.84,50.45,Japan,Marketplace
COMP00280,Competitor_C,Audio,34511.67,11,4.8,12.72,84.23,Canada,Retail
COMP00281,Competitor_C,Mobile,51249.18,8,3.6,3.05,89.13,Canada,Online
COMP00282,Competitor_C,Mobile,28359.96,12,4.2,11.6,32.19,UK,Online
COMP00283,Competitor_E,Wearables,49183.19,10,4.1,23.7,47.01,Germany,Marketplace
COMP00284,Competitor_D,Home Appliances,8671.85,8,3.3,18.57,59.07,Japan,Marketplace
COMP00285,Competitor_E,Wearables,31633.67,4,4.9,17.37,81.15,Germany,Online
COMP00286,Competitor_B,Home Appliances,8207.51,5,3.0,13.63,49.86,Japan,Marketplace
COMP00287,Competitor_E,Wearables,30529.83,10,3.0,14.24,52.91,India,Marketplace
COMP00288,Competitor_C,Wearables,44978.1,7,3.0,20.7,73.92,USA,Online
COMP00289,Competitor_A,Home Appliances,6333.49,6,3.4,14.11,85.22,UK,Retail
COMP00290,Competitor_C,Home Appliances,50866.43,10,4.1,24.78,38.07,Canada,Online
COMP00291,Competitor_A,Home Appliances,34142.38,9,3.8,12.95,70.94,Canada,Online
COMP00292,Competitor_D,Home Appliances,54127.4,8,4.1,21.73,27.63,Japan,Online
COMP00293,Competitor_B,Wearables,10382.9,12,4.0,3.07,25.95,UK,Marketplace
COMP00294,Competitor_A,Home Appliances,26646.88,8,3.0,6.76,31.54,Canada,Retail
COMP00295,Competitor_A,Mobile,21087.21,12,3.5,21.2,51.13,Japan,Retail
COMP00296,Competitor_B,Home Appliances,38829.86,4,4.0,24.41,24.3,Germany,Online
COMP00297,Competitor_A,Home Appliances,6196.63,12,4.9,11.12,81.88,India,Marketplace
COMP00298,Competitor_D,Mobile,1286.65,8,4.1,10.63,34.86,Japan,Marketplace
COMP00299,Competitor_A,Audio,27470.34,7,4.6,18.4,26.56,USA,Retail
COMP00300,Competitor_B,Watches,13972.16,8,3.7,4.1,95.44,Germany,Retail
COMP00301,Competitor_C,Audio,33157.8,4,3.4,12.32,64.38,Germany,Online
COMP00302,Competitor_A,Mobile,26121.99,4,4.2,20.04,89.1,India,Retail
COMP00303,Competitor_D,Watches,10649.49,11,4.8,24.5,65.76,USA,Marketplace
COMP00304,Competitor_B,Home Appliances,34479.62,7,3.5,5.36,33.38,UK,Retail
COMP00305,Competitor_D,Audio,29852.15,8,3.5,7.67,70.0,Japan,Marketplace
COMP00306,Competitor_D,Watches,36713.16,7,3.0,11.1,87.33,Germany,Retail
COMP00307,Competitor_C,Wearables,25791.07,12,3.3,9.38,95.78,USA,Retail
COMP00308,Competitor_B,Home Appliances,4492.49,8,3.6,17.98,59.28,Japan,Online
COMP00309,Competitor_D,Home Appliances,5961.74,9,3.7,23.44,35.98,Japan,Online
