purchase_id,company_id,product_id,customer_id,purchase_date,quantity,unit_price,discount,channel,region
PUR000023,C004,P0199,CUST09750,2024-06-23,2,18401.0,0.0,Marketplace,South
PUR000024,C009,P0431,CUST04328,2025-11-05,1,32189.4,0.1,Marketplace,South
PUR000025,C003,P0146,CUST02646,2025-12-22,1,18805.6,0.2,Online,Central
PUR000026,C003,P0112,CUST09481,2025-01-13,1,20804.0,0.0,Retail Store,South
PUR000027,C003,P0111,CUST07163,2023-06-25,3,45226.0,0.0,Marketplace,West
PUR000028,C008,P0394,CUST03736,2023-09-20,3,8158.6,0.05,Marketplace,West
PUR000029,C007,P0335,CUST03192,2025-12-16,1,12663.9,0.1,Marketplace,West
PUR000030,C002,P0067,CUST02926,2024-09-30,3,46462.6,0.05,Retail Store,East
PUR000031,C003,P0135,CUST04951,2023-09-05,3,22867.55,0.15,Online,South
PUR000032,C002,P0056,CUST05893,2024-04-16,1,16455.2,0.2,Marketplace,South
PUR000033,C008,P0365,CUST00539,2024-04-13,3,27928.0,0.0,Online,North
PUR000034,C005,P0221,CUST02998,2024-05-02,1,6893.6,0.2,Retail Store,West
PUR000035,C008,P0395,CUST09423,2025-08-26,1,22865.6,0.2,Online,West
PUR000036,C004,P0152,CUST01909,2023-07-18,1,6057.0,0.0,Marketplace,West
PUR000037,C002,P0087,CUST00099,2023-04-21,2,31493.35,0.15,Marketplace,North
PUR000038,C008,P0396,CUST08235,2023-08-12,3,43294.5,0.1,Online,South
PUR000039,C002,P0087,CUST00440,2025-05-14,2,35198.45,0.05,Online,East
PUR000040,C004,P0152,CUST07796,2023-07-20,1,5148.45,0.15,Online,Central
PUR000041,C001,P0048,CUST05947,2023-12-07,1,42837.4,0.05,Retail Store,West
PUR000042,C003,P0108,CUST00326,2023-12-04,2,9661.0,0.0,Retail Store,North
PUR000043,C007,P0350,CUST01669,2025-05-16,2,34994.7,0.1,Marketplace,Central
PUR000044,C005,P0206,CUST02338,2024-01-24,2,19033.25,0.05,Retail Store,South
PUR000045,C001,P0024,CUST09289,2023-05-05,3,5689.6,0.2,Marketplace,East
PUR000046,C005,P0216,CUST05486,2025-10-26,3,15722.45,0.15,Marketplace,South
PUR000047,C007,P0316,CUST08686,2023-05-21,1,3151.15,0.05,Marketplace,North
PUR000048,C006,P0261,CUST04700,2023-09-03,1,14870.75,0.15,Marketplace,South
PUR000049,C006,P0296,CUST02912,2023-06-17,1,24734.4,0.2,Retail Store,Central
PUR000050,C007,P0350,CUST06942,2024-02-23,2,34994.7,0.1,Marketplace,East
PUR000051,C007,P0334,CUST07306,2024-09-06,2,41249.0,0.05,Retail Store,East
PUR000052,C003,P0106,CUST08223,2025-07-27,1,24089.0,0.0,Marketplace,Central
PUR000053,C002,P0067,CUST08249,2025-11-02,3,46462.6,0.05,Retail Store,South
PUR000054,C001,P0048,CUST05206,2025-01-26,1,42837.4,0.05,Retail Store,South
PUR000055,C002,P0075,CUST08208,2025-12-19,3,18130.5,0.1,Online,Central
PUR000056,C006,P0300,CUST05900,2023-10-03,3,26104.0,0.0,Retail Store,North
PUR000057,C005,P0204,CUST06495,2023-11-15,3,15427.2,0.2,Retail Store,East
PUR000058,C002,P0092,CUST08625,2024-02-21,3,5017.5,0.1,Marketplace,East
PUR000059,C001,P0004,CUST04684,2023-07-09,2,7698.0,0.0,Marketplace,West
PUR000060,C006,P0251,CUST06575,2024-11-14,1,12754.0,0.0,Online,East
PUR000061,C006,P0296,CUST06157,2025-05-25,2,24734.4,0.2,Marketplace,North
PUR000062,C010,P0493,CUST02128,2023-03-15,3,40213.5,0.05,Retail Store,Central
PUR000063,C003,P0128,CUST05247,2023-03-27,2,4152.45,0.05,Retail Store,East
PUR000064,C006,P0276,CUST02347,2024-03-06,1,37121.4,0.1,Marketplace,South
PUR000065,C004,P0198,CUST09767,2025-04-12,2,25697.6,0.2,Marketplace,South
PUR000066,C007,P0344,CUST01764,2023-12-29,1,44977.75,0.05,Retail Store,North
PUR000067,C006,P0257,CUST04459,2024-05-23,2,25624.1,0.15,Retail Store,South
PUR000068,C007,P0343,CUST03460,2023-03-21,1,33494.25,0.15,Retail Store,South
PUR000069,C006,P0300,CUST05666,2024-09-17,2,23493.6,0.1,Online,South
PUR000070,C003,P0137,CUST07412,2024-11-03,1,42185.5,0.15,Retail Store,North
PUR000071,C006,P0290,CUST01059,2025-03-29,2,7908.0,0.2,Marketplace,Central
PUR000072,C002,P0058,CUST04647,2024-06-18,1,36004.0,0.0,Online,Central
PUR000073,C005,P0219,CUST07263,2025-06-08,1,28980.8,0.2,Retail Store,East
PUR000074,C006,P0259,CUST04575,2025-02-27,3,6550.0,0.0,Marketplace,South
PUR000075,C006,P0287,CUST05701,2023-01-04,3,15489.55,0.15,Marketplace,Central
PUR000076,C006,P0287,CUST03869,2025-01-15,3,17311.85,0.05,Retail Store,North
PUR000077,C004,P0172,CUST07593,2024-10-04,2,38905.6,0.2,Marketplace,North
PUR000078,C009,P0406,CUST09789,2024-09-25,2,23493.6,0.2,Marketplace,West
PUR000079,C008,P0398,CUST03450,2023-09-18,3,1651.5,0.1,Online,West
PUR000080,C006,P0274,CUST07528,2024-09-08,2,22308.85,0.05,Retail Store,Central
PUR000081,C008,P0377,CUST04801,2024-03-06,2,18504.0,0.1,Retail Store,Central
PUR000082,C003,P0149,CUST03331,2025-06-23,2,37816.5,0.15,Retail Store,South
PUR000083,C010,P0478,CUST04063,2023-06-23,3,36743.15,0.05,Retail Store,Central
PUR000084,C007,P0330,CUST06956,2023-07-11,3,4536.9,0.1,Online,East
PUR000085,C009,P0408,CUST02229,2023-02-20,1,21550.75,0.05,Online,South
PUR000086,C009,P0421,CUST02771,2025-04-28,1,29968.45,0.15,Marketplace,Central
PUR000087,C008,P0378,CUST05827,2025-10-09,3,11342.4,0.15,Retail Store,South
PUR000088,C002,P0079,CUST07259,2023-08-07,3,40952.0,0.0,Retail Store,South
PUR000089,C004,P0174,CUST02139,2025-08-09,3,30539.2,0.2,Online,Central
PUR000090,C008,P0399,CUST07466,2023-10-01,1,36742.95,0.15,Retail Store,Central
PUR000091,C001,P0027,CUST02293,2025-10-30,2,28860.9,0.15,Retail Store,Central
PUR000092,C004,P0161,CUST07188,2025-07-10,1,17625.6,0.15,Retail Store,South
PUR000093,C005,P0234,CUST05278,2025-09-19,2,30284.8,0.2,Marketplace,South
PUR000094,C001,P0043,CUST06339,2024-04-25,1,36655.2,0.1,Retail Store,East
PUR000095,C008,P0361,CUST03617,2023-10-11,3,11955.0,0.0,Online,South
PUR000096,C005,P0250,CUST07716,2023-05-12,1,15254.15,0.05,Retail Store,West
PUR000097,C003,P0150,CUST05783,2023-05-08,2,36695.35,0.15,Online,West
PUR000098,C010,P0454,CUST08729,2025-02-18,3,30795.0,0.0,Retail Store,North
PUR000099,C008,P0382,CUST00722,2025-05-08,2,20640.55,0.15,Marketplace,Central
PUR000100,C004,P0178,CUST04398,2024-03-25,1,31051.35,0.15,Retail Store,West
PUR000101,C005,P0223,CUST09777,2025-04-08,2,44889.3,0.1,Marketplace,South
PUR000102,C006,P0292,CUST00070,2025-12-29,1,4759.2,0.2,Online,West
PUR000103,C001,P0031,CUST07737,2023-06-21,3,5801.0,0.0,Marketplace,West
PUR000104,C010,P0499,CUST07516,2023-04-13,2,45180.1,0.05,Retail Store,West
PUR000105,C007,P0324,CUST08700,2024-11-22,2,35811.0,0.1,Retail Store,East
PUR000106,C006,P0279,CUST03248,2023-06-17,2,37313.1,0.1,Retail Store,North
PUR000107,C005,P0231,CUST03467,2024-04-04,1,39840.3,0.1,Marketplace,North
PUR000108,C004,P0198,CUST05569,2024-05-21,1,32122.0,0.0,Online,North
PUR000109,C002,P0057,CUST06376,2025-08-27,1,28083.9,0.05,Marketplace,North
PUR000110,C010,P0473,CUST04212,2024-06-08,1,13203.05,0.15,Retail Store,South
PUR000111,C005,P0234,CUST03108,2023-12-02,3,37856.0,0.0,Retail Store,North
PUR000112,C006,P0274,CUST03249,2025-02-07,2,18786.4,0.2,Retail Store,South
PUR000113,C009,P0421,CUST06082,2023-07-28,3,33494.15,0.05,Marketplace,East
PUR000114,C006,P0266,CUST05422,2023-03-26,3,20092.0,0.0,Retail Store,Central
PUR000115,C004,P0174,CUST03002,2025-11-02,2,38174.0,0.0,Marketplace,East
PUR000116,C006,P0257,CUST05710,2023-08-05,2,25624.1,0.15,Retail Store,East
PUR000117,C009,P0450,CUST03798,2025-06-10,2,3231.9,0.05,Online,Central
PUR000118,C005,P0202,CUST03284,2025-09-17,3,8039.2,0.2,Retail Store,West
PUR000119,C003,P0148,CUST05317,2024-10-22,3,6473.7,0.1,Online,North
PUR000120,C001,P0045,CUST07742,2025-08-09,2,42469.75,0.05,Marketplace,Central
PUR000121,C003,P0119,CUST03534,2025-10-09,2,24477.0,0.0,Retail Store,South
PUR000122,C008,P0386,CUST07029,2024-11-28,2,38119.5,0.1,Retail Store,Central
PUR000123,C010,P0492,CUST08182,2023-01-21,2,20768.8,0.2,Marketplace,South
PUR000124,C010,P0465,CUST07721,2025-09-27,3,38649.5,0.15,Marketplace,South
PUR000125,C008,P0391,CUST07058,2025-07-06,3,8302.8,0.15,Online,North
PUR000126,C002,P0070,CUST03159,2024-09-19,2,45780.5,0.05,Marketplace,Central
PUR000127,C006,P0300,CUST08664,2024-12-05,3,20883.2,0.2,Retail Store,Central
PUR000128,C009,P0419,CUST04825,2024-07-08,3,12040.25,0.15,Retail Store,East
PUR000129,C007,P0347,CUST05914,2024-10-08,3,40558.35,0.05,Online,Central
PUR000130,C002,P0099,CUST03051,2024-01-28,3,43559.4,0.05,Online,West
PUR000131,C005,P0217,CUST02368,2024-08-02,3,6997.6,0.2,Online,South
PUR000132,C006,P0268,CUST08565,2024-09-11,2,23333.9,0.05,Online,Central
PUR000133,C001,P0002,CUST09672,2024-08-21,1,7140.0,0.0,Marketplace,South
PUR000134,C002,P0086,CUST09427,2023-01-26,2,23803.0,0.0,Marketplace,East
PUR000135,C001,P0018,CUST06165,2024-01-13,2,8037.0,0.1,Online,East
PUR000136,C002,P0087,CUST04505,2023-05-14,2,37051.0,0.0,Retail Store,West
PUR000137,C009,P0438,CUST05305,2023-11-07,3,49886.0,0.0,Online,Central
PUR000138,C002,P0083,CUST04213,2023-08-31,1,30130.2,0.05,Marketplace,West
PUR000139,C005,P0233,CUST09171,2025-12-06,3,19620.35,0.05,Retail Store,West
PUR000140,C001,P0004,CUST06861,2025-05-28,2,6158.4,0.2,Retail Store,Central
PUR000141,C007,P0312,CUST07993,2024-03-01,3,33532.0,0.0,Marketplace,South
PUR000142,C009,P0438,CUST02402,2024-05-06,1,47391.7,0.05,Online,Central
PUR000143,C004,P0154,CUST08506,2025-07-11,1,38527.1,0.15,Marketplace,Central
PUR000144,C004,P0174,CUST04432,2024-08-13,1,36265.3,0.05,Marketplace,East
PUR000145,C001,P0034,CUST03545,2024-04-23,2,42565.0,0.0,Retail Store,Central
PUR000146,C001,P0003,CUST04455,2023-08-24,1,16346.35,0.15,Marketplace,South
PUR000147,C006,P0284,CUST03386,2023-05-27,2,36150.35,0.05,Online,South
PUR000148,C006,P0254,CUST07317,2024-08-14,3,17911.2,0.2,Retail Store,North
PUR000149,C003,P0145,CUST00899,2024-07-11,2,25902.05,0.15,Marketplace,Central
PUR000150,C001,P0009,CUST05894,2023-03-23,1,17338.4,0.2,Retail Store,East
PUR000151,C003,P0118,CUST01318,2024-04-13,1,1185.0,0.0,Marketplace,Central
PUR000152,C008,P0362,CUST02852,2023-03-24,1,16110.0,0.1,Online,West
PUR000153,C006,P0277,CUST02704,2024-01-07,2,34953.3,0.1,Marketplace,West
PUR000154,C007,P0319,CUST00325,2025-08-20,2,1522.0,0.0,Retail Store,West
PUR000155,C005,P0246,CUST03380,2023-11-26,3,46734.0,0.0,Retail Store,West
PUR000156,C001,P0028,CUST09786,2023-03-17,2,38462.5,0.15,Retail Store,North
PUR000157,C010,P0472,CUST02703,2025-04-07,2,11534.0,0.0,Marketplace,North
PUR000158,C006,P0283,CUST05997,2025-04-26,3,32132.55,0.15,Online,South
PUR000159,C006,P0254,CUST02187,2025-06-24,3,19030.65,0.15,Online,South
PUR000160,C006,P0290,CUST07042,2025-06-16,1,8896.5,0.1,Marketplace,West
PUR000161,C004,P0158,CUST01891,2024-05-05,3,22552.0,0.2,Marketplace,South
PUR000162,C002,P0065,CUST09263,2025-04-15,1,35482.4,0.2,Online,South
PUR000163,C009,P0411,CUST08556,2023-08-29,1,21090.2,0.15,Marketplace,South
PUR000164,C001,P0016,CUST08099,2025-11-08,3,32319.9,0.1,Marketplace,East
PUR000165,C001,P0014,CUST05265,2024-05-14,2,35682.15,0.15,Retail Store,Central
PUR000166,C009,P0448,CUST07326,2025-11-06,1,19608.0,0.2,Marketplace,South
PUR000167,C007,P0315,CUST02782,2024-11-27,2,29194.1,0.15,Marketplace,East
PUR000168,C008,P0392,CUST06579,2025-09-29,2,43789.5,0.1,Online,West
PUR000169,C003,P0115,CUST04540,2025-02-11,2,22291.2,0.1,Retail Store,East
PUR000170,C002,P0081,CUST09942,2025-02-23,3,44964.45,0.05,Online,West
PUR000171,C009,P0404,CUST00120,2025-02-19,3,22003.95,0.15,Retail Store,South
PUR000172,C005,P0217,CUST00928,2024-11-10,1,6997.6,0.2,Online,West
PUR000173,C003,P0134,CUST03090,2023-10-23,2,34577.0,0.0,Retail Store,South
PUR000174,C006,P0283,CUST07294,2025-03-25,2,34022.7,0.1,Marketplace,North
PUR000175,C007,P0319,CUST07416,2025-02-17,3,1217.6,0.2,Retail Store,West
PUR000176,C009,P0421,CUST00757,2023-05-21,1,28205.6,0.2,Online,East
PUR000177,C008,P0371,CUST03540,2023-07-21,1,26276.05,0.15,Marketplace,North
PUR000178,C002,P0067,CUST00799,2023-03-01,3,44017.2,0.1,Online,East
PUR000179,C009,P0445,CUST03647,2025-02-06,2,39561.3,0.1,Retail Store,South
PUR000180,C006,P0290,CUST07977,2024-01-04,2,7908.0,0.2,Online,South
PUR000181,C004,P0197,CUST02605,2024-05-08,2,17994.4,0.2,Retail Store,Central
PUR000182,C008,P0364,CUST07983,2025-07-30,2,35577.0,0.1,Retail Store,North
PUR000183,C009,P0450,CUST08862,2023-11-20,2,3061.8,0.1,Online,West
PUR000184,C009,P0406,CUST01748,2025-05-18,3,26430.3,0.1,Marketplace,East
PUR000185,C008,P0395,CUST01291,2025-02-26,2,27152.9,0.05,Retail Store,North
PUR000186,C003,P0112,CUST04517,2024-08-28,3,18723.6,0.1,Marketplace,East
PUR000187,C009,P0415,CUST09491,2024-07-16,3,25945.4,0.15,Online,Central
PUR000188,C008,P0364,CUST00286,2025-10-14,3,39530.0,0.0,Retail Store,South
PUR000189,C009,P0411,CUST06029,2024-01-25,2,23571.4,0.05,Marketplace,East
PUR000190,C001,P0005,CUST00393,2023-07-18,3,35319.1,0.05,Marketplace,North
PUR000191,C004,P0169,CUST01293,2025-01-17,2,29636.0,0.0,Marketplace,South
PUR000192,C009,P0415,CUST06024,2025-04-30,2,27471.6,0.1,Online,South
PUR000193,C003,P0103,CUST07645,2025-12-23,3,5256.0,0.1,Marketplace,East
PUR000194,C001,P0050,CUST03049,2024-08-27,2,13039.85,0.15,Marketplace,East
PUR000195,C003,P0116,CUST00688,2023-10-16,2,13439.0,0.0,Online,West
PUR000196,C001,P0041,CUST06237,2023-07-04,3,20260.8,0.1,Retail Store,North
PUR000197,C008,P0372,CUST08790,2025-01-24,1,21597.65,0.15,Marketplace,East
PUR000198,C006,P0286,CUST07975,2023-08-10,3,43307.1,0.1,Marketplace,South
PUR000199,C003,P0126,CUST07244,2024-11-02,3,8802.4,0.2,Marketplace,South
PUR000200,C001,P0045,CUST08727,2024-09-10,3,37999.25,0.15,Marketplace,West
PUR000201,C008,P0356,CUST01618,2024-09-15,1,21208.0,0.0,Retail Store,North
PUR000202,C003,P0137,CUST04254,2025-03-06,3,47148.5,0.05,Retail Store,East
PUR000203,C008,P0382,CUST02962,2025-05-08,3,19426.4,0.2,Marketplace,South
PUR000204,C002,P0095,CUST03793,2025-09-29,3,49804.0,0.0,Marketplace,West
PUR000205,C001,P0027,CUST07868,2025-01-28,2,33954.0,0.0,Online,West
PUR000206,C010,P0459,CUST09078,2023-07-23,1,3444.3,0.1,Marketplace,East
PUR000207,C006,P0293,CUST08412,2023-05-05,3,35225.1,0.1,Retail Store,East
PUR000208,C009,P0447,CUST02124,2024-03-10,2,15517.0,0.0,Marketplace,Central
PUR000209,C007,P0309,CUST00299,2023-09-15,2,18224.8,0.05,Marketplace,South
PUR000210,C002,P0098,CUST07683,2024-03-18,3,42934.3,0.05,Online,East
PUR000211,C009,P0432,CUST00016,2024-07-21,3,43091.0,0.0,Online,South
PUR000212,C008,P0396,CUST00499,2023-02-22,1,48105.0,0.0,Online,North
PUR000213,C002,P0091,CUST01732,2024-10-25,1,22583.2,0.2,Online,South
PUR000214,C007,P0304,CUST08166,2025-12-13,1,34328.95,0.15,Online,North
PUR000215,C010,P0482,CUST08163,2023-08-12,2,21715.2,0.2,Retail Store,Central
PUR000216,C007,P0301,CUST08064,2025-12-03,3,45376.0,0.0,Retail Store,West
PUR000217,C004,P0175,CUST08701,2025-04-02,1,30343.3,0.15,Retail Store,North
PUR000218,C005,P0241,CUST09229,2023-06-15,2,22618.0,0.0,Retail Store,Central
PUR000219,C008,P0386,CUST00186,2024-10-27,1,38119.5,0.1,Retail Store,Central
PUR000220,C010,P0457,CUST00911,2025-05-31,2,12857.6,0.2,Online,North
PUR000221,C008,P0388,CUST08122,2024-03-16,3,20896.8,0.2,Retail Store,West
PUR000222,C008,P0372,CUST00181,2025-07-17,2,22868.1,0.1,Retail Store,West
PUR000223,C003,P0139,CUST09684,2024-10-02,2,6746.45,0.15,Marketplace,East
PUR000224,C007,P0343,CUST00283,2023-05-18,1,33494.25,0.15,Online,North
PUR000225,C003,P0138,CUST01475,2023-09-24,1,7693.2,0.1,Marketplace,North
PUR000226,C004,P0159,CUST09404,2023-09-08,3,6743.7,0.1,Retail Store,East
PUR000227,C002,P0083,CUST04191,2024-08-12,2,31716.0,0.0,Marketplace,East
PUR000228,C004,P0196,CUST07793,2024-03-11,3,27018.4,0.2,Online,West
PUR000229,C004,P0200,CUST03272,2025-01-22,1,38000.7,0.1,Online,East
PUR000230,C010,P0468,CUST08150,2023-02-23,2,20461.6,0.2,Marketplace,East
PUR000231,C001,P0043,CUST03901,2024-11-26,2,36655.2,0.1,Retail Store,North
PUR000232,C002,P0092,CUST04846,2025-03-31,1,4460.0,0.2,Online,South
PUR000233,C008,P0374,CUST04543,2025-12-22,1,43702.0,0.0,Online,West
PUR000234,C008,P0398,CUST01772,2025-01-27,2,1743.25,0.05,Retail Store,East
PUR000235,C001,P0017,CUST09069,2023-06-23,3,39068.8,0.2,Online,South
PUR000236,C009,P0419,CUST02173,2023-06-17,3,14165.0,0.0,Retail Store,West
PUR000237,C002,P0066,CUST01654,2025-06-24,2,34122.4,0.2,Retail Store,East
PUR000238,C003,P0128,CUST04494,2024-12-07,3,4371.0,0.0,Retail Store,North
PUR000239,C001,P0020,CUST09210,2025-09-23,3,29071.2,0.2,Marketplace,East
PUR000240,C009,P0418,CUST00210,2023-04-23,2,16222.4,0.2,Online,South
PUR000241,C002,P0084,CUST04265,2024-06-07,1,27847.35,0.05,Retail Store,East
PUR000242,C010,P0480,CUST07066,2023-12-26,2,26410.35,0.15,Online,West
PUR000243,C009,P0405,CUST07966,2024-12-26,1,22362.4,0.2,Online,West
PUR000244,C010,P0495,CUST02035,2023-02-08,1,20921.05,0.15,Retail Store,North
PUR000245,C004,P0176,CUST03855,2025-04-08,3,22406.85,0.15,Marketplace,West
PUR000246,C010,P0455,CUST05921,2024-10-27,2,25684.0,0.0,Online,Central
PUR000247,C004,P0166,CUST01969,2023-06-30,3,38813.4,0.1,Retail Store,North
PUR000248,C004,P0184,CUST06558,2025-12-09,3,7822.55,0.15,Online,West
PUR000249,C010,P0458,CUST02703,2024-03-29,3,20376.9,0.1,Retail Store,South
PUR000250,C008,P0364,CUST07594,2025-12-22,3,39530.0,0.0,Marketplace,South
PUR000251,C007,P0312,CUST00500,2023-10-30,2,30178.8,0.1,Online,North
PUR000252,C004,P0155,CUST05569,2023-11-10,1,13029.25,0.05,Marketplace,North
PUR000253,C003,P0105,CUST01158,2025-08-08,3,22898.15,0.15,Marketplace,Central
PUR000254,C007,P0316,CUST07086,2024-10-23,3,2653.6,0.2,Marketplace,East
PUR000255,C009,P0439,CUST00611,2025-06-24,1,16531.65,0.15,Marketplace,East
PUR000256,C005,P0228,CUST03809,2024-12-21,3,28475.0,0.0,Marketplace,North
PUR000257,C010,P0495,CUST05102,2023-04-27,2,24613.0,0.0,Retail Store,East
PUR000258,C006,P0256,CUST04584,2025-11-04,1,20722.4,0.2,Retail Store,West
PUR000259,C007,P0325,CUST01094,2025-07-10,3,30671.0,0.0,Marketplace,South
PUR000260,C010,P0498,CUST00653,2023-11-05,2,33896.8,0.2,Online,West
PUR000261,C002,P0058,CUST00160,2025-10-30,2,36004.0,0.0,Marketplace,South
PUR000262,C003,P0120,CUST04389,2025-06-18,3,7180.8,0.15,Marketplace,Central
PUR000263,C010,P0494,CUST08037,2024-08-02,2,10533.6,0.1,Retail Store,West
PUR000264,C007,P0331,CUST07605,2023-04-18,3,4731.2,0.2,Marketplace,East
PUR000265,C001,P0013,CUST00471,2025-03-02,1,34404.8,0.2,Retail Store,East
PUR000266,C002,P0092,CUST00459,2023-11-04,3,4460.0,0.2,Retail Store,North
PUR000267,C006,P0295,CUST08116,2024-09-27,1,21174.3,0.1,Marketplace,West
PUR000268,C007,P0301,CUST00208,2024-09-26,3,45376.0,0.0,Marketplace,West
PUR000269,C008,P0380,CUST01804,2025-12-14,2,22314.55,0.05,Online,West
PUR000270,C005,P0241,CUST09300,2024-09-24,1,20356.2,0.1,Online,South
PUR000271,C010,P0451,CUST07389,2024-04-08,2,46599.4,0.05,Online,South
PUR000272,C003,P0119,CUST00612,2025-12-14,1,19581.6,0.2,Online,East
PUR000273,C006,P0264,CUST04036,2025-02-10,3,46702.0,0.05,Online,South
PUR000274,C006,P0294,CUST03648,2023-12-06,3,12220.0,0.2,Marketplace,West
PUR000275,C007,P0317,CUST03850,2025-06-28,2,20868.65,0.05,Marketplace,East
PUR000276,C006,P0280,CUST01316,2025-12-29,2,15803.25,0.05,Online,East
PUR000277,C010,P0472,CUST04765,2025-01-23,2,10957.3,0.05,Marketplace,Central
PUR000278,C002,P0053,CUST09735,2025-10-26,2,5165.45,0.15,Marketplace,West
PUR000279,C005,P0208,CUST08767,2023-10-11,1,28641.6,0.2,Retail Store,North
PUR000280,C009,P0448,CUST00391,2023-07-30,2,19608.0,0.2,Marketplace,Central
PUR000281,C008,P0379,CUST01497,2023-11-25,2,2668.0,0.0,Retail Store,West
PUR000282,C003,P0140,CUST03878,2023-07-07,1,5104.25,0.15,Online,West
PUR000283,C001,P0028,CUST06773,2023-04-20,1,38462.5,0.15,Retail Store,Central
PUR000284,C005,P0214,CUST02998,2025-02-06,2,12501.0,0.0,Online,North
PUR000285,C002,P0071,CUST02409,2023-10-27,1,18254.7,0.1,Online,North
PUR000286,C008,P0365,CUST04047,2025-08-18,2,26531.6,0.05,Retail Store,Central
PUR000287,C006,P0278,CUST00689,2024-06-08,1,35584.0,0.0,Online,South
PUR000288,C006,P0272,CUST09952,2025-12-16,3,5300.8,0.2,Retail Store,North
PUR000289,C005,P0244,CUST02136,2023-09-07,1,38099.7,0.1,Online,South
PUR000290,C005,P0206,CUST05215,2023-05-09,3,17029.75,0.15,Online,West
PUR000291,C006,P0288,CUST06517,2024-05-10,1,38063.2,0.2,Marketplace,South
PUR000292,C010,P0460,CUST01544,2024-12-23,1,10238.4,0.2,Online,Central
PUR000293,C009,P0404,CUST04798,2025-12-08,3,25887.0,0.0,Retail Store,North
PUR000294,C010,P0469,CUST06300,2025-11-05,3,14499.2,0.2,Marketplace,North
PUR000295,C009,P0433,CUST06209,2025-03-03,2,36404.0,0.0,Retail Store,East
PUR000296,C009,P0415,CUST08741,2024-12-07,2,30524.0,0.0,Online,North
PUR000297,C001,P0002,CUST06704,2023-10-01,3,6426.0,0.1,Online,East
PUR000298,C008,P0355,CUST03314,2025-08-09,3,42166.7,0.05,Marketplace,West
PUR000299,C007,P0341,CUST05324,2025-07-26,1,16245.0,0.0,Online,East
PUR000300,C009,P0423,CUST02598,2024-10-08,1,41377.0,0.0,Retail Store,Central
PUR000301,C007,P0314,CUST04619,2024-06-02,3,20910.85,0.15,Online,South
PUR000302,C005,P0225,CUST09957,2024-07-13,1,23165.1,0.1,Online,East
PUR000303,C006,P0252,CUST05729,2025-03-02,2,32265.15,0.15,Retail Store,South
PUR000304,C004,P0167,CUST04173,2025-11-29,2,27894.6,0.1,Retail Store,North
PUR000305,C007,P0344,CUST04004,2024-01-05,1,40243.25,0.15,Marketplace,East
PUR000306,C005,P0244,CUST00475,2024-08-28,1,38099.7,0.1,Retail Store,West
PUR000307,C004,P0187,CUST01867,2025-06-28,2,26232.35,0.05,Retail Store,West
PUR000308,C007,P0343,CUST09426,2025-06-09,2,31524.0,0.2,Retail Store,North
PUR000309,C008,P0366,CUST09437,2025-01-14,3,35289.45,0.15,Marketplace,South
PUR000310,C010,P0451,CUST06637,2025-06-16,1,39241.6,0.2,Online,South
PUR000311,C008,P0365,CUST05177,2025-01-11,3,25135.2,0.1,Retail Store,Central
PUR000312,C002,P0100,CUST05424,2025-01-29,1,17531.25,0.15,Retail Store,West
PUR000313,C003,P0113,CUST04450,2025-12-20,3,34416.6,0.05,Retail Store,West
PUR000314,C008,P0361,CUST03756,2023-08-21,2,11357.25,0.05,Online,South
