competitor_id,competitor_name,category,competitor_price,feature_count,market_rating,estimated_market_share,trend_score,market_region,sales_channel
COMP03026,Competitor_C,Audio,22428.65,12.0,5.0,16.56,51.09,Canada,Retail
COMP17114,Competitor_C,Audio,26331.49,3.0,3.0,5.35,30.41,Germany,Online
COMP03028,Competitor_C,Audio,2510.34,9.0,4.6,8.03,87.72,India,Marketplace
COMP12317,Competitor_C,Audio,47956.63,9.0,3.7,3.84,20.04,India,Retail
COMP15236,Competitor_B,Audio,28281.39,10.0,4.6,8.82,40.58,Canada,Online
COMP02994,Competitor_D,Audio,47632.37,9.0,3.3,4.39,84.02,Germany,Marketplace
COMP02991,Competitor_C,Audio,31465.12,8.0,3.6,12.14,72.05,Germany,Online
COMP02961,Competitor_D,Audio,1253.05,7.0,3.8,12.88,84.82,India,Online
COMP07999,Competitor_B,Audio,29993.77,8.0,3.7,2.9,70.18,Usa,Online
COMP12291,Competitor_B,Audio,30791.18,10.0,3.2,3.74,38.79,Uk,Online
COMP13700,Competitor_C,Audio,1479.77,12.0,4.1,12.95,65.41,Japan,Marketplace
COMP07996,Competitor_E,Audio,29253.8,3.0,3.7,2.13,93.16,Usa,Retail
COMP05930,Competitor_B,Audio,12571.88,12.0,3.6,16.17,89.1,India,Online
COMP07994,Competitor_D,Audio,1113.79,6.0,4.1,22.46,38.7,Germany,Retail
COMP12296,Competitor_E,Audio,2917.11,9.0,4.6,7.77,56.99,Canada,Marketplace
COMP02969,Competitor_C,Audio,2470.95,4.0,3.7,16.54,48.54,Uk,Marketplace
COMP02970,Competitor_D,Audio,20596.88,12.0,3.2,3.46,20.23,India,Online
COMP02971,Competitor_B,Audio,37381.0,4.0,3.8,14.69,71.64,Uk,Online
COMP02972,Competitor_C,Audio,60948.48,10.0,3.8,22.46,76.42,Uk,Marketplace
COMP02973,Competitor_D,Audio,56696.77,7.0,3.1,24.91,67.32,Canada,Online
COMP02974,Competitor_D,Audio,45918.44,6.0,4.9,19.72,22.29,Usa,Retail
COMP17149,Competitor_E,Audio,45760.78,7.0,4.9,12.65,22.81,Germany,Retail
COMP12297,Competitor_D,Audio,9477.08,10.0,4.2,7.02,65.13,Canada,Marketplace
COMP07987,Competitor_C,Audio,12614.46,9.0,4.4,6.45,77.89,Usa,Online
COMP17166,Competitor_B,Audio,1502.89,6.0,4.5,20.26,99.67,Uk,Online
COMP06543,Competitor_E,Audio,7735.98,8.0,3.6,19.84,46.52,Germany,Retail
COMP06545,Competitor_C,Audio,34868.8,7.0,3.4,16.33,35.38,Uk,Marketplace
COMP07984,Competitor_A,Audio,27405.12,12.0,4.0,7.39,98.04,Usa,Marketplace
COMP17161,Competitor_A,Audio,63911.55,6.0,4.8,12.95,84.16,Canada,Marketplace
COMP05051,Competitor_D,Audio,49288.72,8.0,3.3,24.66,45.27,Germany,Marketplace
COMP17156,Competitor_E,Audio,40370.64,3.0,3.2,16.26,78.98,Canada,Retail
COMP12301,Competitor_C,Audio,29236.1,9.0,4.2,18.69,57.31,Germany,Marketplace
COMP17153,Competitor_E,Audio,50827.74,3.0,4.0,14.61,95.09,Usa,Marketplace
COMP13698,Competitor_A,Audio,37655.25,3.0,3.7,21.46,91.17,Usa,Retail
COMP07980,Competitor_D,Audio,12228.87,11.0,4.0,12.56,76.8,India,Marketplace
COMP12305,Competitor_D,Audio,30198.76,11.0,3.1,9.35,99.9,India,Marketplace
COMP02990,Competitor_E,Audio,31865.94,11.0,3.9,20.95,37.09,Usa,Marketplace
COMP07988,Competitor_C,Audio,9771.01,7.0,4.3,12.72,61.79,Japan,Marketplace
COMP03031,Competitor_A,Audio,1563.21,12.0,3.1,11.23,77.47,Japan,Marketplace
COMP06558,Competitor_E,Audio,1877.2,5.0,3.4,14.61,48.32,Uk,Retail
COMP12326,Competitor_E,Audio,23156.19,12.0,3.6,21.04,29.05,Germany,Online
COMP17070,Competitor_D,Audio,51271.89,7.0,3.7,6.87,82.48,Usa,Online
COMP03072,Competitor_E,Audio,41691.42,5.0,3.2,20.95,69.65,Canada,Retail
COMP13676,Competitor_E,Audio,5173.39,4.0,4.2,13.45,68.1,Usa,Marketplace
COMP17068,Competitor_C,Audio,47545.77,4.0,3.6,3.7,89.17,Uk,Marketplace
COMP12358,Competitor_D,Audio,12142.33,4.0,3.8,7.55,90.88,Usa,Retail
COMP15247,Competitor_C,Audio,3346.43,10.0,4.6,16.14,81.45,Usa,Marketplace
COMP17062,Competitor_B,Audio,28840.15,9.0,3.6,7.88,37.48,Germany,Marketplace
COMP03079,Competitor_E,Audio,25209.65,8.0,3.4,2.47,42.43,Germany,Marketplace
COMP05022,Competitor_E,Audio,14217.79,10.0,4.8,2.41,30.88,Japan,Marketplace
COMP03081,Competitor_A,Audio,50592.21,5.0,3.5,5.24,40.04,Usa,Retail
COMP05021,Competitor_A,Audio,64909.57,5.0,3.1,14.18,22.65,Uk,Retail
COMP15249,Competitor_D,Audio,15429.64,9.0,4.1,22.19,72.09,Uk,Online
COMP03084,Competitor_E,Audio,23393.51,9.0,3.3,13.48,84.72,India,Online
COMP05019,Competitor_B,Audio,25861.33,10.0,4.1,15.92,31.57,Uk,Online
COMP12351,Competitor_B,Audio,38662.62,12.0,3.9,2.2,83.79,Canada,Online
COMP03086,Competitor_C,Audio,38587.85,7.0,3.7,23.41,87.87,Uk,Marketplace
COMP17058,Competitor_E,Audio,41898.42,9.0,4.0,6.81,28.39,Japan,Online
COMP12361,Competitor_E,Audio,12240.4,8.0,3.7,14.96,80.74,Uk,Retail
COMP03090,Competitor_B,Audio,22185.67,9.0,3.8,6.83,88.68,India,Retail
COMP05018,Competitor_D,Audio,14685.78,7.0,3.8,23.86,52.83,Canada,Online
COMP17052,Competitor_D,Audio,17945.23,10.0,4.1,19.44,60.42,India,Marketplace
COMP07917,Competitor_A,Audio,43700.94,11.0,4.0,10.35,24.55,Usa,Retail
COMP17050,Competitor_B,Audio,3557.02,9.0,3.1,16.21,36.16,Japan,Retail
COMP17048,Competitor_D,Audio,48465.26,7.0,5.0,17.39,81.97,Uk,Online
COMP03097,Competitor_A,Audio,5739.36,8.0,4.5,24.48,30.94,Usa,Online
COMP03098,Competitor_D,Audio,39467.89,11.0,4.5,8.55,50.15,Germany,Marketplace
COMP17045,Competitor_D,Audio,20506.51,12.0,4.4,23.1,89.65,Usa,Marketplace
COMP07915,Competitor_C,Audio,1417.24,4.0,4.6,4.11,68.99,Canada,Online
COMP13670,Competitor_E,Audio,59171.72,8.0,3.4,21.52,94.61,Germany,Online
COMP12365,Competitor_B,Audio,31931.15,12.0,4.7,20.79,59.14,Canada,Marketplace
COMP03087,Competitor_B,Audio,42108.01,6.0,3.1,2.47,86.25,Japan,Retail
COMP15246,Competitor_A,Audio,16552.76,4.0,3.8,18.42,87.81,Japan,Retail
COMP12349,Competitor_A,Audio,49617.53,7.0,3.7,7.78,43.12,Canada,Retail
COMP03067,Competitor_A,Audio,28389.56,11.0,3.0,3.67,91.6,India,Marketplace
COMP12327,Competitor_C,Audio,1218.88,9.0,4.9,5.41,37.1,India,Marketplace
COMP12328,Competitor_A,Audio,25796.98,11.0,4.4,23.74,39.42,India,Marketplace
COMP17107,Competitor_C,Audio,32534.24,4.0,4.9,17.69,49.08,India,Retail
COMP17105,Competitor_A,Audio,17149.74,9.0,4.7,18.02,43.46,Canada,Retail
COMP17102,Competitor_B,Audio,48128.84,7.0,3.8,17.97,64.64,Canada,Retail
COMP03041,Competitor_E,Audio,37503.06,4.0,3.6,13.05,88.42,India,Retail
COMP15239,Competitor_A,Audio,36586.49,5.0,3.9,4.83,39.06,Uk,Marketplace
COMP12330,Competitor_C,Audio,33302.72,8.0,3.3,18.75,46.22,Canada,Online
COMP05035,Competitor_D,Audio,34644.24,8.0,5.0,16.94,71.87,Uk,Retail
COMP06561,Competitor_E,Audio,13168.54,11.0,3.9,15.96,26.26,Canada,Retail
COMP17095,Competitor_B,Audio,36914.12,8.0,3.6,16.86,55.46,Canada,Marketplace
COMP17094,Competitor_C,Audio,5962.07,3.0,3.8,5.46,28.92,Uk,Retail
COMP15241,Competitor_E,Audio,24643.51,7.0,4.3,7.81,85.87,Uk,Online
COMP17092,Competitor_C,Audio,17091.31,8.0,4.3,13.47,87.01,Canada,Retail
COMP17091,Competitor_E,Audio,41755.53,5.0,4.6,17.33,71.72,India,Online
COMP03051,Competitor_C,Audio,25078.28,4.0,4.9,12.73,63.42,Canada,Marketplace
COMP13677,Competitor_A,Audio,27988.99,8.0,4.8,22.42,60.41,Usa,Marketplace
COMP05027,Competitor_B,Audio,29137.17,3.0,3.7,20.18,73.2,Usa,Retail
COMP07936,Competitor_A,Audio,53587.91,7.0,3.5,19.58,93.83,Canada,Marketplace
COMP06563,Competitor_B,Audio,8460.16,4.0,5.0,24.96,29.87,Canada,Marketplace
COMP17078,Competitor_C,Audio,60769.61,3.0,4.9,4.6,28.64,Usa,Online
COMP15245,Competitor_A,Audio,9810.34,11.0,3.2,12.12,69.92,Canada,Retail
COMP15243,Competitor_B,Audio,32218.74,5.0,4.2,6.96,43.95,Uk,Retail
COMP17184,Competitor_E,Audio,9396.69,8.0,4.5,24.86,52.95,Uk,Marketplace
COMP03060,Competitor_A,Audio,34501.05,5.0,3.4,18.56,29.74,Canada,Online
COMP07940,Competitor_B,Audio,43519.34,12.0,4.1,24.66,77.73,Uk,Marketplace
COMP17083,Competitor_A,Audio,5327.18,3.0,4.5,7.53,45.73,Japan,Retail
COMP15242,Competitor_B,Audio,31824.09,11.0,4.5,11.62,31.44,Usa,Online
COMP17085,Competitor_C,Audio,45847.64,7.0,4.1,11.19,82.42,Canada,Online
COMP17086,Competitor_D,Audio,2463.68,3.0,4.0,13.03,52.27,Canada,Marketplace
COMP12340,Competitor_B,Audio,26952.75,5.0,3.9,10.39,63.19,Usa,Retail
COMP03059,Competitor_E,Audio,38525.28,7.0,5.0,20.5,28.02,Usa,Marketplace
COMP15225,Competitor_A,Audio,34501.87,8.0,4.9,23.21,73.24,Usa,Marketplace
COMP13708,Competitor_E,Audio,8052.81,6.0,3.1,3.99,69.92,Usa,Online
COMP17186,Competitor_D,Audio,21692.8,11.0,3.6,23.79,75.25,Japan,Marketplace
COMP12196,Competitor_B,Audio,5278.37,3.0,3.8,4.6,66.17,Canada,Marketplace
COMP08085,Competitor_D,Audio,3716.3,9.0,3.5,4.05,56.85,Usa,Online
COMP17281,Competitor_A,Audio,57414.62,8.0,4.9,4.01,38.67,Uk,Marketplace
COMP12201,Competitor_C,Audio,32435.12,10.0,4.7,6.13,67.69,Uk,Retail
COMP17280,Competitor_B,Audio,14345.5,6.0,3.5,17.94,27.56,Usa,Retail
COMP15198,Competitor_B,Audio,22078.3,7.0,4.5,23.78,83.24,Germany,Marketplace
COMP08082,Competitor_B,Audio,49141.3,4.0,4.2,15.81,30.58,India,Retail
COMP02856,Competitor_B,Audio,41418.11,12.0,3.2,5.79,84.44,Usa,Marketplace
COMP08080,Competitor_B,Audio,14423.83,6.0,3.7,8.47,89.08,Uk,Marketplace
COMP13738,Competitor_E,Audio,33139.67,9.0,3.3,21.82,38.1,Japan,Online
COMP13732,Competitor_D,Audio,31810.54,11.0,4.2,14.61,64.97,India,Online
COMP12211,Competitor_C,Audio,29427.44,3.0,4.4,11.08,93.06,Canada,Marketplace
COMP08073,Competitor_D,Audio,56548.2,4.0,3.1,21.38,21.08,Japan,Marketplace
COMP02862,Competitor_E,Audio,29133.53,11.0,3.2,14.6,51.14,Canada,Retail
COMP17284,Competitor_A,Audio,34597.17,5.0,4.5,21.35,99.8,India,Online
COMP12212,Competitor_A,Audio,45321.96,5.0,4.5,3.22,73.56,Canada,Retail
COMP02866,Competitor_D,Audio,13439.28,5.0,4.5,22.74,52.49,Usa,Online
COMP12217,Competitor_D,Audio,21579.9,11.0,4.1,17.12,76.4,India,Marketplace
COMP06522,Competitor_E,Audio,41904.52,5.0,4.7,18.41,98.32,Canada,Online
COMP02869,Competitor_D,Audio,41867.06,8.0,3.3,7.88,26.0,Usa,Marketplace
COMP05080,Competitor_C,Audio,55617.26,8.0,3.1,10.05,93.74,Usa,Marketplace
COMP17267,Competitor_A,Audio,47262.08,5.0,4.7,15.44,56.12,Canada,Retail
COMP05079,Competitor_D,Audio,49196.9,10.0,3.5,2.41,69.61,Usa,Marketplace
COMP12229,Competitor_C,Audio,2952.43,7.0,4.0,24.53,27.65,Usa,Retail
COMP08060,Competitor_B,Audio,53996.65,5.0,4.1,11.91,34.29,Germany,Online
COMP13729,Competitor_D,Audio,23175.33,9.0,3.3,3.19,52.81,Japan,Retail
COMP02876,Competitor_D,Audio,55847.57,4.0,4.1,7.62,20.48,Canada,Online
COMP02877,Competitor_B,Audio,19188.33,12.0,3.7,13.24,37.36,Usa,Marketplace
COMP05077,Competitor_C,Audio,28185.25,4.0,4.3,21.36,58.69,Uk,Online
COMP17254,Competitor_B,Audio,40584.25,4.0,4.2,13.23,53.95,Usa,Marketplace
COMP17271,Competitor_C,Audio,28202.43,11.0,3.4,4.49,44.52,Germany,Retail
COMP12195,Competitor_B,Audio,2087.91,5.0,5.0,21.5,84.51,India,Online
COMP02846,Competitor_A,Audio,18389.22,9.0,3.1,24.87,83.9,Canada,Online
COMP02845,Competitor_C,Audio,51062.49,11.0,3.7,3.08,33.04,Germany,Online
COMP05101,Competitor_E,Audio,10327.17,12.0,4.7,4.41,58.4,Japan,Retail
COMP06510,Competitor_E,Audio,31996.53,3.0,3.8,13.66,39.43,Uk,Retail
COMP15185,Competitor_E,Audio,42377.11,6.0,3.4,20.94,32.83,India,Retail
COMP12162,Competitor_C,Audio,13614.3,11.0,3.8,12.87,42.95,Canada,Online
COMP08116,Competitor_E,Audio,5786.71,7.0,3.5,20.11,66.86,Uk,Marketplace
COMP05097,Competitor_B,Audio,38818.83,3.0,4.0,6.32,95.64,Canada,Online
COMP08110,Competitor_E,Audio,33036.15,10.0,3.7,18.44,37.61,Japan,Online
COMP15189,Competitor_D,Audio,2810.35,11.0,5.0,10.54,35.93,Canada,Online
COMP06512,Competitor_B,Audio,30847.59,8.0,4.8,13.82,54.56,Uk,Marketplace
COMP02820,Competitor_C,Audio,65577.74,5.0,4.5,16.99,78.6,Uk,Online
COMP02821,Competitor_B,Audio,1770.91,7.0,4.0,4.77,33.07,Usa,Online
COMP15190,Competitor_E,Audio,21280.09,7.0,4.4,23.85,52.32,Usa,Retail
COMP02823,Competitor_B,Audio,35278.58,4.0,4.0,24.33,24.97,Germany,Online
COMP17299,Competitor_C,Audio,7159.64,5.0,4.3,12.09,68.08,Usa,Marketplace
COMP08105,Competitor_D,Audio,48229.95,7.0,3.5,17.26,21.35,Japan,Online
COMP13741,Competitor_E,Audio,37348.55,5.0,4.2,2.98,92.76,Germany,Marketplace
COMP02828,Competitor_B,Audio,28561.7,4.0,4.8,22.35,75.35,Germany,Retail
COMP05086,Competitor_A,Audio,42244.87,9.0,4.0,5.15,20.18,Canada,Marketplace
COMP05087,Competitor_B,Audio,40701.76,8.0,4.9,22.51,29.86,Usa,Marketplace
COMP15197,Competitor_A,Audio,6431.28,3.0,3.8,12.37,77.96,Canada,Marketplace
COMP12187,Competitor_C,Audio,13852.38,9.0,4.9,18.87,37.17,Uk,Marketplace
COMP17289,Competitor_E,Audio,42891.6,5.0,4.0,3.53,40.33,Canada,Retail
COMP17290,Competitor_B,Audio,25936.96,11.0,3.6,23.54,94.07,India,Marketplace
COMP02881,Competitor_B,Audio,9103.33,8.0,4.3,3.07,39.06,Usa,Online
COMP08096,Competitor_D,Audio,38418.95,9.0,3.0,17.61,26.49,Canada,Marketplace
COMP02835,Competitor_C,Audio,17836.14,4.0,4.1,24.65,99.56,Usa,Marketplace
COMP12182,Competitor_A,Audio,27282.86,12.0,3.4,13.57,60.66,Usa,Online
COMP12181,Competitor_C,Audio,21440.75,5.0,4.7,23.13,52.76,Uk,Retail
COMP02832,Competitor_C,Audio,46774.63,4.0,4.5,20.58,45.68,Germany,Retail
COMP12178,Competitor_E,Audio,6926.14,3.0,3.7,22.6,81.45,Uk,Marketplace
COMP17296,Competitor_C,Audio,1392.64,6.0,4.0,4.41,26.78,Germany,Retail
COMP13740,Competitor_A,Audio,18970.82,6.0,4.2,22.91,48.32,Germany,Retail
COMP07912,Competitor_D,Audio,39253.91,8.0,3.5,19.19,78.2,Canada,Online
COMP13721,Competitor_D,Audio,22591.51,4.0,3.5,23.97,38.42,Germany,Online
COMP05074,Competitor_A,Audio,16193.95,8.0,4.3,24.24,71.1,Germany,Retail
COMP02923,Competitor_A,Audio,33584.35,9.0,4.2,14.11,43.91,India,Retail
COMP15214,Competitor_E,Audio,23974.28,8.0,4.1,22.9,58.88,Canada,Retail
COMP02925,Competitor_D,Audio,53249.76,6.0,4.1,17.57,91.06,Japan,Marketplace
COMP02926,Competitor_E,Audio,1121.35,9.0,3.0,18.5,40.08,Usa,Marketplace
COMP12265,Competitor_B,Audio,19502.27,7.0,4.2,23.51,75.05,Germany,Online
COMP12266,Competitor_E,Audio,41231.62,9.0,5.0,8.77,78.66,Japan,Retail
COMP08019,Competitor_C,Audio,3891.05,4.0,3.5,10.01,66.12,Usa,Retail
COMP02931,Competitor_A,Audio,28099.21,5.0,4.7,9.36,71.31,Germany,Marketplace
COMP17215,Competitor_A,Audio,32244.38,11.0,3.8,21.86,52.85,Uk,Online
COMP17214,Competitor_A,Audio,27248.42,3.0,4.1,12.75,83.48,Japan,Marketplace
COMP02934,Competitor_E,Audio,42774.09,10.0,3.4,2.06,52.23,Japan,Online
COMP15219,Competitor_E,Audio,10247.83,6.0,4.3,24.0,92.54,Japan,Marketplace
COMP02936,Competitor_C,Audio,42282.69,9.0,4.6,20.9,65.05,Germany,Marketplace
COMP15221,Competitor_C,Audio,39630.65,3.0,4.9,3.72,75.29,India,Marketplace
COMP02922,Competitor_D,Audio,5094.65,12.0,4.8,5.1,41.82,Usa,Marketplace
COMP12272,Competitor_A,Audio,34333.63,5.0,4.5,13.58,25.6,Usa,Marketplace
COMP12274,Competitor_B,Audio,35554.12,11.0,4.5,19.75,35.18,Japan,Online
COMP12275,Competitor_A,Audio,9684.44,10.0,4.6,20.9,57.85,Japan,Retail
COMP02943,Competitor_A,Audio,18931.55,12.0,3.1,15.36,49.57,Japan,Marketplace
COMP02944,Competitor_D,Audio,34761.87,11.0,3.4,8.06,60.94,Germany,Online
COMP12276,Competitor_A,Audio,4212.37,7.0,4.5,13.43,27.28,Uk,Online
COMP02946,Competitor_A,Audio,30900.22,12.0,3.1,21.54,79.06,Japan,Marketplace
COMP08010,Competitor_A,Audio,26065.06,12.0,4.3,17.82,29.77,Japan,Retail
COMP12279,Competitor_A,Audio,23817.64,9.0,4.3,18.8,76.71,Canada,Marketplace
COMP02949,Competitor_E,Audio,31363.59,4.0,3.1,15.48,37.56,Usa,Marketplace
COMP02950,Competitor_B,Audio,42310.59,12.0,4.8,7.15,92.42,Japan,Marketplace
COMP02951,Competitor_D,Audio,43918.3,12.0,4.8,23.19,39.41,Uk,Online
COMP08008,Competitor_E,Audio,36290.26,5.0,4.9,2.0,68.85,Japan,Marketplace
COMP08007,Competitor_C,Audio,46680.36,12.0,3.2,21.51,24.19,India,Marketplace
COMP17189,Competitor_B,Audio,10791.2,6.0,4.4,5.0,76.44,Canada,Retail
COMP08014,Competitor_E,Audio,41541.34,3.0,3.8,17.28,50.44,Usa,Marketplace
COMP17218,Competitor_C,Audio,30942.05,11.0,4.9,14.25,76.86,Usa,Online
COMP02920,Competitor_E,Audio,57739.19,6.0,3.1,16.0,89.81,Canada,Online
COMP05064,Competitor_A,Audio,11020.23,7.0,4.8,12.88,90.21,Canada,Retail
COMP06528,Competitor_D,Audio,58861.08,8.0,4.2,7.99,38.71,Usa,Retail
COMP12240,Competitor_E,Audio,39164.4,3.0,4.5,4.83,27.19,Germany,Marketplace
COMP02887,Competitor_B,Audio,15404.44,9.0,5.0,18.67,32.04,Usa,Retail
COMP17245,Competitor_B,Audio,38858.5,12.0,4.8,3.83,75.54,Uk,Retail
COMP12242,Competitor_C,Audio,38478.7,11.0,4.0,17.44,99.31,Japan,Marketplace
COMP02890,Competitor_B,Audio,2455.38,3.0,3.7,9.2,69.91,Uk,Online
COMP08049,Competitor_D,Audio,22453.86,8.0,3.8,11.05,45.24,Germany,Retail
COMP12246,Competitor_E,Audio,49486.03,4.0,3.2,21.13,34.82,Germany,Marketplace
COMP02893,Competitor_B,Audio,38011.19,3.0,4.7,11.88,32.79,India,Online
COMP02894,Competitor_D,Audio,13199.03,11.0,4.3,10.21,87.76,Germany,Retail
COMP13720,Competitor_D,Audio,59800.38,11.0,3.1,24.26,52.44,Usa,Retail
COMP12250,Competitor_B,Audio,35520.04,8.0,4.6,3.28,68.64,Uk,Online
COMP12251,Competitor_B,Audio,30772.55,6.0,3.4,17.56,44.2,Usa,Marketplace
COMP12253,Competitor_C,Audio,7842.7,4.0,4.5,22.25,59.71,India,Retail
COMP17235,Competitor_E,Audio,34708.21,6.0,4.8,13.79,78.23,Uk,Online
COMP08040,Competitor_D,Audio,11362.27,4.0,4.8,6.54,64.24,Usa,Marketplace
COMP17233,Competitor_D,Audio,20665.59,12.0,4.3,8.85,47.6,Uk,Marketplace
COMP12263,Competitor_E,Audio,19104.87,8.0,4.8,12.32,56.62,Usa,Marketplace
COMP08026,Competitor_E,Audio,11402.94,10.0,4.1,8.51,57.9,India,Retail
COMP06535,Competitor_C,Audio,39806.04,5.0,3.9,2.97,30.17,Canada,Marketplace
COMP12262,Competitor_B,Audio,26768.61,4.0,4.7,12.8,25.11,India,Retail
COMP13714,Competitor_A,Audio,19963.34,9.0,3.9,16.82,61.95,Usa,Retail
COMP02912,Competitor_C,Audio,45160.25,11.0,4.9,9.42,80.13,Uk,Retail
COMP02883,Competitor_C,Audio,8047.42,7.0,4.0,3.62,67.28,Usa,Marketplace
COMP17226,Competitor_B,Audio,42953.58,7.0,3.3,2.96,22.09,Usa,Online
COMP10137,Competitor_D,Audio,13786.69,7.0,4.1,16.85,73.17,Germany,Marketplace
COMP08034,Competitor_C,Audio,50207.54,12.0,4.5,20.27,80.39,India,Marketplace
COMP08035,Competitor_C,Audio,40100.71,7.0,4.9,4.0,80.35,Usa,Online
COMP02906,Competitor_C,Audio,3168.86,11.0,3.1,18.04,99.0,Usa,Marketplace
COMP08038,Competitor_D,Audio,50237.23,12.0,4.7,11.44,37.56,Uk,Marketplace
COMP05069,Competitor_C,Audio,8363.82,6.0,3.2,11.96,89.3,Japan,Retail
COMP17227,Competitor_D,Audio,48024.38,11.0,3.6,15.07,21.16,Canada,Marketplace
COMP15253,Competitor_E,Audio,8705.84,3.0,4.6,3.44,87.14,Canada,Online
COMP17037,Competitor_B,Audio,2557.53,7.0,3.9,15.21,32.82,India,Retail
COMP05013,Competitor_A,Audio,25287.7,9.0,3.6,20.81,32.6,Germany,Online
COMP16870,Competitor_D,Audio,18471.02,10.0,3.7,3.34,41.64,Japan,Marketplace
COMP16865,Competitor_C,Audio,40516.82,12.0,3.4,2.1,34.4,Japan,Marketplace
COMP16863,Competitor_D,Audio,36212.38,11.0,3.7,3.0,36.02,India,Retail
COMP16861,Competitor_A,Audio,12028.09,12.0,3.9,10.83,41.23,Germany,Retail
COMP06615,Competitor_B,Audio,34998.97,8.0,4.9,12.39,67.93,Japan,Marketplace
COMP16856,Competitor_A,Audio,25468.87,11.0,4.8,12.49,84.96,Japan,Retail
COMP12502,Competitor_E,Audio,55648.82,12.0,3.1,13.57,76.08,Japan,Retail
COMP16854,Competitor_B,Audio,22883.55,4.0,4.3,10.92,52.4,Usa,Online
COMP16853,Competitor_B,Audio,10918.34,6.0,3.4,8.42,69.85,Japan,Retail
COMP03311,Competitor_E,Audio,28638.63,7.0,4.0,6.43,63.13,Canada,Online
COMP03313,Competitor_E,Audio,33348.89,5.0,3.8,3.75,92.15,India,Online
COMP07764,Competitor_C,Audio,45276.18,12.0,3.3,21.11,45.17,Germany,Online
COMP16849,Competitor_A,Audio,50792.4,11.0,4.3,3.26,94.6,India,Retail
COMP03316,Competitor_B,Audio,46477.08,6.0,3.5,10.83,65.49,India,Online
COMP04950,Competitor_A,Audio,1395.21,10.0,4.2,18.35,75.18,Usa,Retail
COMP07763,Competitor_B,Audio,42625.86,6.0,4.5,5.29,59.16,Germany,Marketplace
COMP07762,Competitor_C,Audio,50300.2,12.0,3.0,3.32,61.41,Usa,Marketplace
COMP03320,Competitor_B,Audio,46245.64,4.0,4.9,18.96,50.5,Japan,Retail
COMP13633,Competitor_D,Audio,23996.43,3.0,3.6,9.76,98.4,Uk,Marketplace
COMP07760,Competitor_D,Audio,35450.7,5.0,4.7,3.7,31.57,India,Online
COMP16836,Competitor_B,Audio,53588.73,10.0,3.6,20.47,82.24,Germany,Marketplace
COMP07759,Competitor_D,Audio,2309.43,7.0,4.5,12.94,66.14,India,Marketplace
COMP16832,Competitor_B,Audio,44634.92,5.0,3.5,13.82,95.04,Japan,Online
COMP12511,Competitor_D,Audio,12477.4,12.0,3.8,23.92,53.64,India,Online
COMP07756,Competitor_C,Audio,39385.32,12.0,4.6,19.14,76.64,Germany,Online
