product_id,company_id,product_name,category,subcategory,description,launch_date,price,cost,rating,total_sales,return_rate,lifecycle_stage,status,sales_score,rating_score,return_score,profit_margin,profitability_score,performance_score,performance_category
P0419,C009,Fitness Band 419,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-10-09,14165,7265.42,4.4,90495,0.058,Growth,Active,91.20426705605581,88.00000000000001,65.46762589928056,48.708648076244266,79.02288941893482,83.26845206231586,Excellent
P0193,C004,Fitness Band 193,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-04-05,8044,4659.71,4.7,95855,0.061,Mature,Active,96.63949054920094,94.0,63.309352517985616,42.072227747389356,56.82366852677977,83.20924247483441,Excellent
P0491,C010,Tablet 491,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2022-07-24,12789,7947.38,4.9,90416,0.042,Mature,Active,91.12415835158595,98.00000000000001,76.97841726618705,37.85769020251779,42.72578965824401,83.09800732502909,Excellent
P0304,C007,Bluetooth Speaker 304,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-09-10,40387,25443.91,4.2,91002,0.014,Mature,Active,91.71838241259024,84.00000000000001,97.12230215827337,36.999752395572834,39.855936643465434,82.70428477258108,Excellent
P0127,C003,Smartphone 127,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-09-08,37462,17532.0,4.8,74120,0.056,Decline,Active,74.59945647765068,96.0,66.90647482014388,53.20057658427206,94.0486575650407,82.39840336596262,Excellent
P0280,C006,Smartphone 280,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-03-06,16635,9009.75,3.5,91390,0.03,Decline,Active,92.11182769530299,70.0,85.61151079136691,45.83859332732192,69.42238550466584,80.7747996773293,Excellent
P0196,C004,Smart Ring 196,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-08-28,33773,15605.71,3.3,94031,0.057,Decline,Active,94.78989210675752,65.99999999999999,66.18705035971222,53.79234891777456,96.02817123330088,80.6180979943027,Excellent
P0014,C001,Fitness Band 14,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-02-05,41979,22649.07,4.3,80318,0.038,Growth,Active,80.88444065871664,86.0,79.85611510791367,46.04666619023798,70.11840161224319,80.59853749397004,Excellent
P0473,C010,Analog Watch 473,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2024-03-31,15533,8717.9,4.2,95460,0.064,Mature,Active,96.23894702685163,84.00000000000001,61.15107913669065,43.87497585785103,62.85396822661193,80.54194252072799,Excellent
P0008,C001,Headphones 8,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2025-11-03,25867,13734.97,4.8,90698,0.088,Mature,Active,91.41011600551636,96.0,43.88489208633093,46.90157343333205,72.97811721061052,80.51723660078846,Excellent
P0338,C007,Wireless Earbuds 338,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2023-03-26,17243,11157.24,3.7,97107,0.018,Decline,Active,97.9090614099132,74.0,94.24460431654677,35.29409035550658,34.15039562609472,80.43965170069319,Excellent
P0047,C001,Smart Fan 47,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2022-06-23,29977,19565.63,4.1,96963,0.034,Mature,Active,97.76304048024662,82.0,82.73381294964028,34.73119391533508,32.26747353925171,80.20394778890213,Excellent
P0218,C005,Tablet 218,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2025-05-25,41280,21311.0,4.8,63176,0.031,Mature,Discontinued,63.50186582299019,96.0,84.89208633093526,48.37451550387597,77.90519608220978,79.68984971656508,Strong
P0374,C008,Headphones 374,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2022-09-28,43702,25034.79,3.2,89917,0.011,Growth,Active,90.61815526892187,64.0,99.28057553956835,42.71477277927783,58.97301989230882,79.61842243588264,Strong
P0236,C005,Fitness Band 236,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2023-03-21,5769,2921.7,4.5,95436,0.104,Decline,Active,96.21461020524052,90.0,32.37410071942445,49.355174206968286,81.18555779695924,79.32776738526296,Strong
P0139,C003,Analog Watch 139,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2023-09-28,7937,4151.01,4.2,69176,0.021,Mature,Active,69.58607122576458,84.00000000000001,92.0863309352518,47.700516567972784,75.65062953612515,79.31998554648673,Strong
P0052,C002,Bluetooth Speaker 52,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2024-12-03,32108,18783.85,4.5,84079,0.049,Decline,Active,84.69822341202239,90.0,71.94244604316546,41.49791329263736,54.9025525017499,79.26825027810341,Strong
P0354,C008,Smartphone 354,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-01-09,7285,3386.73,4.2,64849,0.032,Introduction,Discontinued,65.19834509613045,84.00000000000001,84.17266187050359,53.51091283459163,95.0867507885415,79.1169657760276,Strong
P0485,C010,Smart Watch 485,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2025-01-13,6143,4009.8,4.3,80955,0.011,Introduction,Discontinued,81.53038046564453,86.0,99.28057553956835,34.725704053394104,32.249109624391565,79.02911471454799,Strong
P0339,C007,Wireless Earbuds 339,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2025-04-26,16502,10359.23,4.6,91939,0.06,Introduction,Active,92.66853248965685,92.0,64.02877697841727,37.2243970427827,40.607386355589455,78.93084972040177,Strong
P0191,C004,Headphones 191,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2024-03-16,34733,20494.02,4.7,65691,0.013,Decline,Active,66.05216192098645,94.0,97.84172661870504,40.99553738519563,53.22207519808882,78.86991327579959,Strong
P0012,C001,Fitness Band 12,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-02-07,26216,14798.56,4.9,69852,0.045,Introduction,Active,70.2715583678105,98.00000000000001,74.82014388489209,43.551418980775104,61.77165121993377,78.22482188870217,Strong
P0229,C005,Smart Light 229,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2024-06-17,45041,29771.47,3.3,97564,0.016,Growth,Active,98.37247505475784,65.99999999999999,95.68345323741008,33.90140094580493,29.491766680350022,77.79082191869975,Strong
P0173,C004,Smartphone 173,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-05-18,3040,1498.21,4.2,57932,0.015,Growth,Active,58.18427030096536,84.00000000000001,96.40287769784173,50.71677631578947,85.74019787144665,77.70609982562323,Strong
P0478,C010,Smart Fan 478,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2022-05-29,38677,17458.62,3.5,66853,0.025,Mature,Active,67.2304697006571,70.0,89.20863309352518,54.860459704734076,99.6010653723162,77.31255081978244,Strong
P0123,C003,Smart Watch 123,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2025-05-08,19023,12123.27,4.2,93843,0.056,Mature,Discontinued,94.59925367080393,84.00000000000001,66.90647482014388,36.270462072228355,37.416417116342785,77.30349631626157,Strong
P0400,C008,Analog Watch 400,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2022-04-04,24607,16990.61,3.7,97301,0.026,Introduction,Active,98.10578405126958,74.0,88.48920863309353,30.95212744341041,19.62627132190087,77.17880684284819,Strong
P0346,C007,Smart Ring 346,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-06-09,41067,21201.6,4.2,65535,0.03,Growth,Active,65.89397258051432,84.00000000000001,85.61151079136691,48.373146321864276,77.90061608690915,77.07028497448977,Strong
P0094,C002,Smart Ring 94,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-02-24,30841,22509.48,4.7,91922,0.043,Growth,Discontinued,92.65129390768232,94.0,76.2589928057554,27.01442884471969,6.454435201305459,76.8479167090357,Strong
P0163,C004,Smart Ring 163,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-01-09,16765,10414.4,3.5,88084,0.022,Introduction,Active,88.7594305183743,70.0,91.36690647482014,37.88010736653743,42.80077640579585,76.7592984372644,Strong
P0250,C005,Fitness Band 250,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-04-06,16057,8244.07,4.7,74789,0.077,Introduction,Active,75.27784538006003,94.0,51.79856115107913,48.65747026219094,78.85169658565276,76.73471260108475,Strong
P0020,C001,Air Purifier 20,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-05-13,36339,17794.97,4.8,75347,0.091,Decline,Discontinued,75.84367648251805,96.0,41.72661870503597,51.03065576928368,86.79014332040065,76.7091320079486,Strong
P0316,C007,Wireless Earbuds 316,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2023-04-05,3317,2042.81,4.8,97580,0.102,Mature,Active,98.38869960249858,96.0,33.81294964028776,38.41392824841724,44.586439020047365,76.68660064193915,Strong
P0256,C006,Smartphone 256,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-01-09,25903,17186.72,4.3,97448,0.065,Introduction,Active,98.25484708363754,86.0,60.431654676258994,33.64969308574296,28.649788910872083,76.57299575115574,Strong
P0010,C001,Smart Light 10,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2023-06-23,31071,15313.7,3.4,98147,0.089,Decline,Discontinued,98.96365701306075,68.0,43.16546762589928,50.71384892665186,85.73040558059063,76.52993431683971,Strong
P0033,C001,Smart Watch 33,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2023-08-01,18332,8884.21,3.4,73012,0.032,Growth,Active,73.47590654660502,68.0,84.17266187050359,51.53714815622955,88.4843904929492,76.22375823935485,Strong
P0358,C008,Bluetooth Speaker 358,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-04-22,44743,21432.38,4.3,71468,0.068,Growth,Active,71.9102376896244,86.0,58.273381294964025,52.09892050153096,90.36355241556387,76.17779231269593,Strong
P0050,C001,Analog Watch 50,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2025-02-15,15341,7712.93,4.8,68389,0.075,Growth,Active,68.78802628376735,96.0,53.237410071942435,49.72342089824653,82.4173648913573,75.88589594741065,Strong
P0253,C006,Bluetooth Speaker 253,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2024-06-14,48458,22946.23,4.5,45832,0.018,Growth,Active,45.91445607203699,90.0,94.24460431654677,52.64717900037146,92.19750971764175,75.74860694616856,Strong
P0051,C002,Air Purifier 51,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2024-06-25,31450,20451.1,4.9,78547,0.054,Decline,Discontinued,79.0885860306644,98.00000000000001,68.34532374100719,34.972655007949136,33.075175261894906,75.71134614821821,Strong
P0311,C007,Smart Light 311,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2022-09-02,40900,19080.2,4.3,86752,0.114,Introduction,Active,87.40873691895838,86.0,25.179856115107903,53.34914425427873,94.54562526155185,75.6108729338898,Strong
P0154,C004,Smart Fan 154,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2024-07-08,45326,30181.48,4.8,80531,0.05,Growth,Active,81.10042995051514,96.0,71.22302158273382,33.41243436438248,27.856144370129073,75.60817645474641,Strong
P0331,C007,Smart Ring 331,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-09-21,5914,2699.98,3.3,85170,0.072,Introduction,Active,85.80453476109354,65.99999999999999,55.39568345323741,54.34595874196822,97.8800290371092,75.5927282125966,Strong
P0376,C008,Smart Fan 376,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2022-07-29,15300,9027.14,4.4,82237,0.066,Introduction,Active,82.83037235337065,88.00000000000001,59.71223021582733,40.999084967320265,53.23394207139028,75.31816767755375,Strong
P0291,C006,Wireless Earbuds 291,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2022-10-19,47621,26031.02,3.6,89135,0.065,Mature,Discontinued,89.82518049809362,72.0,60.431654676258994,45.33709917893366,67.74485773750662,75.28687277021055,Strong
P0413,C009,Smart Watch 413,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2022-08-08,11758,7028.07,4.6,97822,0.111,Mature,Active,98.63409588707714,92.0,27.338129496402864,40.227334580711,50.652391106112404,75.18741812567443,Strong
P0288,C006,Smart Ring 288,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2023-02-28,47579,30121.24,3.9,81260,0.029,Growth,Active,81.83966090695222,78.0,86.33093525179856,36.69215410159944,38.82700204686137,75.1341186748222,Strong
P0212,C005,Smartphone 212,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-10-02,22957,12290.45,4.9,71711,0.083,Decline,Active,72.15664800843676,98.00000000000001,47.48201438848919,46.463170274861696,71.51163255887946,74.87797456448261,Strong
P0198,C004,Smart Ring 198,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-05-03,32122,22315.95,3.8,88817,0.025,Mature,Active,89.50271761174658,76.0,89.20863309352518,30.527520079696156,18.205934424530962,74.69856794649598,Strong
P0156,C004,Wireless Earbuds 156,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2024-01-31,40627,19968.97,3.6,84540,0.077,Introduction,Active,85.16569319380223,72.0,51.79856115107913,50.84803209688138,86.17925626941502,74.69459328845885,Strong
P0452,C010,Bluetooth Speaker 452,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-03-05,45837,22907.18,4.1,58987,0.032,Growth,Discontinued,59.25407641761986,82.0,84.17266187050359,50.02469620612169,83.42514872322117,74.68723142875083,Strong
P0273,C006,Smart Ring 273,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-05-18,23826,14125.21,3.9,91826,0.073,Mature,Active,92.55394662123794,78.0,54.67625899280575,40.7151431209603,52.28413969970131,74.57175407094962,Strong
P0284,C006,Wireless Earbuds 284,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2023-04-06,38053,17476.15,4.5,38784,0.015,Mature,Active,38.76754279224466,90.0,96.40287769784173,54.07418600373164,96.97093305620098,74.39485547528412,Strong
P0234,C005,Air Purifier 234,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-05-13,37856,21721.9,3.9,69967,0.029,Mature,Active,70.38817230469701,78.0,86.33093525179856,42.61966398985629,58.654875332360724,74.10027865685778,Strong
P0415,C009,Fitness Band 415,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-10-18,30524,17924.19,4.2,66586,0.029,Introduction,Active,66.95972256023364,84.00000000000001,86.33093525179856,41.278371117808945,54.168170863358256,74.02731557594524,Strong
P0466,C010,Smart Fan 466,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2024-05-21,23971,15022.97,4.5,91818,0.091,Growth,Active,92.54583434736757,90.0,41.72661870503597,37.32856368111469,40.95582995911931,73.87974025645374,Strong
P0025,C001,Smart Watch 25,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2025-11-27,25836,11642.91,3.9,60138,0.05,Decline,Active,60.42122982071875,78.0,71.22302158273382,54.935322805387834,99.85148689864096,73.76975778859446,Strong
P0370,C008,Tablet 370,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2023-01-30,9889,6765.61,4.1,75037,0.014,Growth,Active,75.52932587004138,82.0,97.12230215827337,31.584487814743657,21.74155439184682,73.72095764494617,Strong
P0312,C007,Smart Watch 312,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2024-02-01,33532,24676.36,4.1,94972,0.046,Growth,Active,95.7440983207593,82.0,74.10071942446044,26.409519265179526,4.430976663333413,73.59522479665785,Strong
P0202,C005,Fitness Watch 202,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2024-02-11,10049,6085.72,4.2,87299,0.077,Mature,Active,87.96341364484465,84.00000000000001,51.79856115107913,39.43954622350482,48.017192174867866,73.54948583214163,Strong
P0102,C003,Smart Light 102,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2022-01-20,10379,5393.52,4.3,60736,0.046,Decline,Active,61.02762229252859,86.0,74.10071942446044,48.03430002890451,76.76715507432141,73.49488494842531,Strong
P0233,C005,Air Purifier 233,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-04-07,20653,11626.36,4.5,62565,0.044,Mature,Active,62.882290906140994,90.0,75.53956834532374,43.70619280491938,62.28937887132491,73.46012231691284,Strong
P0283,C006,Headphones 283,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2025-12-25,37803,22743.47,4.0,90244,0.079,Decline,Discontinued,90.94974446337308,80.0,50.35971223021583,39.836864799090016,49.34624645215987,73.30628997604774,Strong
P0069,C002,Headphones 69,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2025-02-12,17931,9899.73,4.7,92405,0.133,Introduction,Active,93.14107244260566,94.0,11.510791366906458,44.789861134348335,65.91431391563319,72.98868071563825,Strong
P0015,C001,Smart Ring 15,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2023-05-09,33021,15052.39,4.8,40806,0.044,Introduction,Active,40.817920012979634,96.0,75.53956834532374,54.415705157324126,98.11333494665048,72.91118591560519,Strong
P0483,C010,Smartphone 483,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2023-01-25,38598,20484.84,4.8,90036,0.14,Decline,Active,90.73882534274357,96.0,6.474820143884874,46.927716461992844,73.06556719709009,72.81338797830074,Strong
P0232,C005,Smart Ring 232,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-12-10,4072,3020.15,4.8,88494,0.063,Mature,Discontinued,89.17518455423054,96.0,61.870503597122294,25.831286836935163,2.496754783837324,72.75992853098074,Strong
P0467,C010,Air Purifier 467,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2022-01-12,6493,3473.63,4.7,54062,0.046,Introduction,Active,54.25995781617588,94.0,74.10071942446044,46.50192515016171,71.64126992281982,72.75731960897662,Strong
P0042,C001,Smart Watch 42,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2025-05-06,18118,9123.69,4.8,35295,0.015,Decline,Active,35.22957735053136,96.0,96.40287769784173,49.642951760679985,82.14819083797885,72.73315623795115,Strong
P0356,C008,Air Purifier 356,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2025-08-07,21208,14537.3,4.0,87143,0.047,Decline,Active,87.80522430437252,80.0,73.38129496402878,31.453696718219543,21.304050391408232,72.60369505804736,Strong
P0203,C005,Smart Light 203,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2025-11-20,23434,14385.71,4.3,94993,0.105,Mature,Discontinued,95.76539303966902,86.0,31.654676258992797,38.61180336263549,45.24834305142586,72.4360742733966,Strong
P0103,C003,Fitness Band 103,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-05-18,5840,3401.91,3.8,77514,0.052,Mature,Discontinued,78.0410886671534,76.0,69.7841726618705,41.74811643835616,55.73949691221376,72.43214010270985,Strong
P0405,C009,Air Purifier 405,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2025-12-13,27953,16274.41,3.3,86348,0.054,Growth,Active,86.99906708850492,65.99999999999999,68.34532374100719,41.779379673022575,55.844074292453726,72.29534937304621,Strong
P0105,C003,Fitness Watch 105,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2022-04-11,26939,14340.82,4.2,90389,0.119,Decline,Active,91.09677942727346,84.00000000000001,21.582733812949627,46.765581498942055,72.52321609804105,72.2789019768418,Strong
P0149,C003,Fitness Watch 149,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2024-03-13,44490,21908.14,3.8,86490,0.108,Growth,Active,87.14305994970391,76.0,29.496402877697836,50.75715891211509,85.87528005907322,72.08064356679691,Strong
P0221,C005,Tablet 221,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2024-11-11,8617,5636.28,4.4,64571,0.023,Decline,Active,64.91644357913523,88.00000000000001,90.64748201438849,34.59115701520251,31.799041775582516,72.0201079219124,Strong
P0394,C008,Fitness Watch 394,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2025-12-08,8588,4938.38,3.8,72233,0.045,Growth,Active,72.68597387847814,76.0,74.82014388489209,42.49673963670237,58.24368605659645,71.94067254293523,Strong
P0076,C002,Smart Fan 76,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2022-05-14,23328,11787.85,3.3,63116,0.026,Decline,Discontinued,63.441023768962445,65.99999999999999,88.48920863309353,49.46909293552812,81.56662272258752,71.93719345414368,Strong
P0337,C007,Analog Watch 337,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2024-08-24,40132,20696.32,4.7,37322,0.018,Mature,Active,37.285024742435304,94.0,94.24460431654677,48.42938303598126,78.08873124192786,71.81198920945089,Strong
P0281,C006,Smart Ring 281,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-12-21,28724,14526.48,4.3,91389,0.139,Growth,Discontinued,92.1108136610692,86.0,7.194244604316536,49.427377802534465,81.4270831205154,71.69169617031484,Strong
P0165,C004,Bluetooth Speaker 165,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-10-01,44063,28133.22,4.5,96862,0.116,Introduction,Active,97.66062302263325,90.0,23.741007194244588,36.15228195992102,37.02109760851063,71.48258413804714,Strong
P0365,C008,Smart Ring 365,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-03-18,27928,14780.64,4.3,75476,0.095,Growth,Active,75.9744868986777,86.0,38.848920863309345,47.07590948152392,73.56128166546728,71.19504683701916,Strong
P0060,C002,Smartphone 60,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-05-21,31822,14504.94,4.1,46370,0.041,Introduction,Active,46.460006489819094,82.0,77.6978417266187,54.418515492426614,98.1227356847939,71.11898096947951,Strong
P0479,C010,Fitness Watch 479,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2024-06-25,17888,12751.17,4.6,75852,0.045,Decline,Discontinued,76.3557637705849,92.0,74.82014388489209,28.716625670840784,12.14838487183628,71.11080382745858,Strong
P0247,C005,Bluetooth Speaker 247,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2024-04-11,35501,18663.78,3.8,52522,0.021,Decline,Active,52.69834509613045,76.0,92.0863309352518,47.42745274780992,74.73721480934924,70.8722691920984,Strong
P0058,C002,Bluetooth Speaker 58,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-06-21,36004,16493.07,3.9,74475,0.103,Decline,Active,74.95943863064817,78.0,33.09352517985611,54.19100655482724,97.36170475088085,70.85876426933021,Strong
P0497,C010,Smart Ring 497,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-07-17,49268,28776.41,3.3,80934,0.05,Growth,Active,81.50908574673481,65.99999999999999,71.22302158273382,41.592088170820816,55.21757307303537,70.85542028885925,Strong
P0440,C009,Fitness Band 440,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-07-22,9937,6697.8,4.6,72029,0.051,Growth,Active,72.4791108947838,92.0,70.50359712230217,32.59736338935292,25.12968345884629,70.8378607564617,Strong
P0217,C005,Fitness Watch 217,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2025-12-11,8747,5157.39,3.5,90425,0.08,Mature,Active,91.1332846596901,70.0,49.640287769784166,41.03818452040699,53.36473240303683,70.82941704530388,Strong
P0222,C005,Air Purifier 222,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-09-24,34636,19902.79,4.2,73742,0.075,Introduction,Discontinued,74.21615153727589,84.00000000000001,53.237410071942435,42.5372733572006,58.37927376357285,70.58002611697097,Strong
